,words,tokenised_words,true,pred,sentence,agreement
30267,the,['the'],O,O,sentence#1205,True
30268,Po,['po'],B-LOC,B-LOC,sentence#1205,True
30269,River,['river'],O,O,sentence#1205,True
30270,in,['in'],O,O,sentence#1205,True
30271,September,['september'],O,O,sentence#1205,True
30272,",","[',']",O,O,sentence#1205,True
30273,culminating,['culminating'],O,O,sentence#1205,True
30274,in,['in'],O,O,sentence#1205,True
30275,a,['a'],O,O,sentence#1205,True
30276,declaration,['declaration'],O,O,sentence#1205,True
30277,in,['in'],O,O,sentence#1205,True
30278,Venice,['venice'],B-LOC,B-LOC,sentence#1205,True
30279,of,['of'],O,O,sentence#1205,True
30280,a,['a'],O,O,sentence#1205,True
30281,self-styled,"['self', '-', 'styled']",O,O,sentence#1205,True
30282,"""","['""']",O,O,sentence#1205,True
30283,Republic,['republic'],B-LOC,O,sentence#1205,False
30284,of,['of'],I-LOC,O,sentence#1205,False
30285,Padania,"['pad', '##ania']",I-LOC,B-LOC,sentence#1205,False
30286,"""","['""']",O,O,sentence#1205,True
30287,",","[',']",O,O,sentence#1205,True
30288,flopped,['flopped'],O,O,sentence#1205,True
30289,badly,['badly'],O,O,sentence#1205,True
30290,Denmark,['denmark'],B-LOC,B-LOC,sentence#1206,True
30291,'s,"[""'"", 's']",O,O,sentence#1206,True
30292,Radiometer,"['radio', '##meter']",O,O,sentence#1206,True
30293,H1,"['h', '##1']",O,O,sentence#1206,True
30294,result,['result'],O,O,sentence#1206,True
30295,seen,['seen'],O,O,sentence#1206,True
30296,flat,['flat'],O,O,sentence#1206,True
30297,COPENHAGEN,['copenhagen'],B-LOC,B-LOC,sentence#1207,True
30298,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1207,True
30299,A,['a'],O,O,sentence#1207,True
30300,Reuter,"['re', '##uter']",B-ORG,B-PER,sentence#1207,False
30301,consensus,['consensus'],O,O,sentence#1207,True
30302,survey,['survey'],O,O,sentence#1207,True
30303,sees,['sees'],O,O,sentence#1207,True
30304,medical,['medical'],O,O,sentence#1207,True
30305,equipment,['equipment'],O,O,sentence#1207,True
30306,group,['group'],O,O,sentence#1207,True
30307,Radiometer,"['radio', '##meter']",B-ORG,O,sentence#1207,False
30308,reporting,['reporting'],O,O,sentence#1207,True
30309,largely,['largely'],O,O,sentence#1207,True
30310,unchanged,['unchanged'],O,O,sentence#1207,True
30311,earnings,['earnings'],O,O,sentence#1207,True
30312,when,['when'],O,O,sentence#1207,True
30313,it,['it'],O,O,sentence#1207,True
30314,publishes,['publishes'],O,O,sentence#1207,True
30315,first,['first'],O,O,sentence#1207,True
30316,half,['half'],O,O,sentence#1207,True
30317,19996/97,"['1999', '##6', '/', '97']",O,O,sentence#1207,True
30318,results,['results'],O,O,sentence#1207,True
30319,next,['next'],O,O,sentence#1207,True
30320,Wednesday,['wednesday'],B-ORG,O,sentence#1207,False
30321,An,['an'],O,O,sentence#1208,True
30322,average,['average'],O,O,sentence#1208,True
30323,of,['of'],O,O,sentence#1208,True
30324,four,['four'],O,O,sentence#1208,True
30325,analysts,['analysts'],O,O,sentence#1208,True
30326,',"[""'""]",O,O,sentence#1208,True
30327,forecasts,"['forecast', '##s']",O,O,sentence#1208,True
30328,predicted,['predicted'],O,O,sentence#1208,True
30329,pre-tax,"['pre', '-', 'tax']",O,O,sentence#1208,True
30330,profit,['profit'],O,O,sentence#1208,True
30331,of,['of'],O,O,sentence#1208,True
30332,147.3,"['147', '.', '3']",O,O,sentence#1208,True
30333,million,['million'],O,O,sentence#1208,True
30334,crowns,['crowns'],O,O,sentence#1208,True
30335,compared,['compared'],O,O,sentence#1208,True
30336,to,['to'],O,O,sentence#1208,True
30337,144.5,"['144', '.', '5']",O,O,sentence#1208,True
30338,million,['million'],O,O,sentence#1208,True
30339,in,['in'],O,O,sentence#1208,True
30340,the,['the'],O,O,sentence#1208,True
30341,first,['first'],O,O,sentence#1208,True
30342,six,['six'],O,O,sentence#1208,True
30343,months,['months'],O,O,sentence#1208,True
30344,of,['of'],O,O,sentence#1208,True
30345,1995/96,"['1995', '/', '96']",O,O,sentence#1208,True
30346,They,['they'],O,O,sentence#1209,True
30347,said,['said'],O,O,sentence#1209,True
30348,that,['that'],O,O,sentence#1209,True
30349,the,['the'],O,O,sentence#1209,True
30350,group,['group'],O,O,sentence#1209,True
30351,'s,"[""'"", 's']",O,O,sentence#1209,True
30352,failure,['failure'],O,O,sentence#1209,True
30353,to,['to'],O,O,sentence#1209,True
30354,introduce,['introduce'],O,O,sentence#1209,True
30355,new,['new'],O,O,sentence#1209,True
30356,products,['products'],O,O,sentence#1209,True
30357,was,['was'],O,O,sentence#1209,True
30358,behind,['behind'],O,O,sentence#1209,True
30359,the,['the'],O,O,sentence#1209,True
30360,share,['share'],O,O,sentence#1209,True
30361,'s,"[""'"", 's']",O,O,sentence#1209,True
30362,weak,['weak'],O,O,sentence#1209,True
30363,performance,['performance'],O,O,sentence#1209,True
30364,in,['in'],O,O,sentence#1209,True
30365,1996,['1996'],O,O,sentence#1209,True
30366,",","[',']",O,O,sentence#1209,True
30367,during,['during'],O,O,sentence#1209,True
30368,which,['which'],O,O,sentence#1209,True
30369,it,['it'],O,O,sentence#1209,True
30370,has,['has'],O,O,sentence#1209,True
30371,lost,['lost'],O,O,sentence#1209,True
30372,seven,['seven'],O,O,sentence#1209,True
30373,percent,['percent'],O,O,sentence#1209,True
30374,so,['so'],O,O,sentence#1209,True
30375,far,['far'],O,O,sentence#1209,True
30376,--,"['-', '-']",O,O,sentence#1210,True
30377,Soeren,"['so', '##ere', '##n']",B-PER,B-PER,sentence#1210,True
30378,Linding,"['lin', '##ding']",I-PER,I-PER,sentence#1210,True
30379,Jakobsen,"['jakob', '##sen']",I-PER,I-PER,sentence#1210,True
30380,",","[',']",O,O,sentence#1210,True
30381,Copenhagen,['copenhagen'],B-LOC,B-LOC,sentence#1210,True
30382,newsroom,"['news', '##room']",O,I-ORG,sentence#1210,False
30383,+45,"['+', '45']",O,O,sentence#1210,True
30384,33969650,"['339', '##6', '##9', '##65', '##0']",O,O,sentence#1210,True
30385,Moslem,"['mo', '##sle', '##m']",B-MISC,B-MISC,sentence#1210,True
30386,fundamentalists,"['fundamental', '##ists']",O,O,sentence#1210,True
30387,kill,['kill'],O,O,sentence#1210,True
30388,19,['19'],O,O,sentence#1210,True
30389,Algerians,"['algerian', '##s']",B-MISC,B-MISC,sentence#1210,True
30390,-,['-'],O,O,sentence#1210,True
30391,agency,['agency'],O,O,sentence#1210,True
30392,PARIS,['paris'],B-LOC,B-LOC,sentence#1211,True
30393,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1211,True
30394,Moslem,"['mo', '##sle', '##m']",B-MISC,B-MISC,sentence#1211,True
30395,fundamentalists,"['fundamental', '##ists']",O,O,sentence#1211,True
30396,killed,['killed'],O,O,sentence#1211,True
30397,19,['19'],O,O,sentence#1211,True
30398,civilians,['civilians'],O,O,sentence#1211,True
30399,overnight,['overnight'],O,O,sentence#1211,True
30400,in,['in'],O,O,sentence#1211,True
30401,Blida,"['b', '##lid', '##a']",B-LOC,B-LOC,sentence#1211,True
30402,province,['province'],O,O,sentence#1211,True
30403,south,['south'],O,O,sentence#1211,True
30404,of,['of'],O,O,sentence#1211,True
30405,Algiers,['algiers'],B-LOC,B-LOC,sentence#1211,True
30406,",","[',']",O,O,sentence#1211,True
30407,Algerian,['algerian'],B-MISC,B-MISC,sentence#1211,True
30408,security,['security'],O,O,sentence#1211,True
30409,forces,['forces'],O,O,sentence#1211,True
30410,said,['said'],O,O,sentence#1211,True
30411,on,['on'],O,O,sentence#1211,True
30412,Friday,['friday'],O,O,sentence#1211,True
30413,In,['in'],O,O,sentence#1212,True
30414,a,['a'],O,O,sentence#1212,True
30415,statement,['statement'],O,O,sentence#1212,True
30416,carried,['carried'],O,O,sentence#1212,True
30417,on,['on'],O,O,sentence#1212,True
30418,the,['the'],O,O,sentence#1212,True
30419,official,['official'],O,O,sentence#1212,True
30420,Algerian,['algerian'],B-MISC,B-MISC,sentence#1212,True
30421,news,['news'],O,O,sentence#1212,True
30422,agency,['agency'],O,O,sentence#1212,True
30423,APS,"['ap', '##s']",B-ORG,B-ORG,sentence#1212,True
30424,",","[',']",O,O,sentence#1212,True
30425,the,['the'],O,O,sentence#1212,True
30426,security,['security'],O,O,sentence#1212,True
30427,forces,['forces'],O,O,sentence#1212,True
30428,said,['said'],O,O,sentence#1212,True
30429,the,['the'],O,O,sentence#1212,True
30430,19,['19'],O,O,sentence#1212,True
30431,had,['had'],O,O,sentence#1212,True
30432,been,['been'],O,O,sentence#1212,True
30433,killed,['killed'],O,O,sentence#1212,True
30434,by,['by'],O,O,sentence#1212,True
30435,"""","['""']",O,O,sentence#1212,True
30436,a,['a'],O,O,sentence#1212,True
30437,group,['group'],O,O,sentence#1212,True
30438,of,['of'],O,O,sentence#1212,True
30439,terrorists,['terrorists'],O,O,sentence#1212,True
30440,"""","['""']",O,O,sentence#1212,True
30441,Belgian,['belgian'],B-MISC,B-MISC,sentence#1213,True
30442,police,['police'],O,O,sentence#1213,True
30443,smash,['smash'],O,O,sentence#1213,True
30444,major,['major'],O,O,sentence#1213,True
30445,drugs,['drugs'],O,O,sentence#1213,True
30446,rings,['rings'],O,O,sentence#1213,True
30447,",","[',']",O,O,sentence#1213,True
30448,30,['30'],O,O,sentence#1213,True
30449,arrested,['arrested'],O,O,sentence#1213,True
30450,BRUSSELS,['brussels'],B-LOC,B-LOC,sentence#1214,True
30451,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1214,True
30452,Police,['police'],O,O,sentence#1214,True
30453,smashed,['smashed'],O,O,sentence#1214,True
30454,two,['two'],O,O,sentence#1214,True
30455,drugs,['drugs'],O,O,sentence#1214,True
30456,smuggling,['smuggling'],O,O,sentence#1214,True
30457,rings,['rings'],O,O,sentence#1214,True
30458,and,['and'],O,O,sentence#1214,True
30459,arrested,['arrested'],O,O,sentence#1214,True
30460,30,['30'],O,O,sentence#1214,True
30461,people,['people'],O,O,sentence#1214,True
30462,after,['after'],O,O,sentence#1214,True
30463,a,['a'],O,O,sentence#1214,True
30464,taxidriver,"['taxi', '##drive', '##r']",O,O,sentence#1214,True
30465,in,['in'],O,O,sentence#1214,True
30466,Spain,['spain'],B-LOC,B-LOC,sentence#1214,True
30467,alerted,['alerted'],O,O,sentence#1214,True
30468,them,['them'],O,O,sentence#1214,True
30469,to,['to'],O,O,sentence#1214,True
30470,a,['a'],O,O,sentence#1214,True
30471,suitcase,['suitcase'],O,O,sentence#1214,True
30472,of,['of'],O,O,sentence#1214,True
30473,heroin,['heroin'],O,O,sentence#1214,True
30474,left,['left'],O,O,sentence#1214,True
30475,in,['in'],O,O,sentence#1214,True
30476,his,['his'],O,O,sentence#1214,True
30477,cab,['cab'],O,O,sentence#1214,True
30478,",","[',']",O,O,sentence#1214,True
30479,Belgian,['belgian'],B-MISC,B-MISC,sentence#1214,True
30480,police,['police'],O,O,sentence#1214,True
30481,said,['said'],O,O,sentence#1214,True
30482,on,['on'],O,O,sentence#1214,True
30483,Friday,['friday'],O,O,sentence#1214,True
30484,Police,['police'],O,O,sentence#1215,True
30485,seized,['seized'],O,O,sentence#1215,True
30486,dozens,['dozens'],O,O,sentence#1215,True
30487,of,['of'],O,O,sentence#1215,True
30488,kilos,"['ki', '##los']",O,O,sentence#1215,True
30489,of,['of'],O,O,sentence#1215,True
30490,heroin,['heroin'],O,O,sentence#1215,True
30491,with,['with'],O,O,sentence#1215,True
30492,a,['a'],O,O,sentence#1215,True
30493,street,['street'],O,O,sentence#1215,True
30494,value,['value'],O,O,sentence#1215,True
30495,of,['of'],O,O,sentence#1215,True
30496,hundreds,['hundreds'],O,O,sentence#1215,True
30497,of,['of'],O,O,sentence#1215,True
30498,millions,['millions'],O,O,sentence#1215,True
30499,of,['of'],O,O,sentence#1215,True
30500,Belgian,['belgian'],B-MISC,B-MISC,sentence#1215,True
30501,francs,['francs'],O,O,sentence#1215,True
30502,",","[',']",O,O,sentence#1215,True
30503,a,['a'],O,O,sentence#1215,True
30504,public,['public'],O,O,sentence#1215,True
30505,prosecutor,['prosecutor'],O,O,sentence#1215,True
30506,'s,"[""'"", 's']",O,O,sentence#1215,True
30507,office,['office'],O,O,sentence#1215,True
30508,spokesman,['spokesman'],O,O,sentence#1215,True
30509,in,['in'],O,O,sentence#1215,True
30510,the,['the'],O,O,sentence#1215,True
30511,port,['port'],O,O,sentence#1215,True
30512,city,['city'],O,O,sentence#1215,True
30513,of,['of'],O,O,sentence#1215,True
30514,Antwerp,['antwerp'],B-ORG,B-LOC,sentence#1215,False
30515,said,['said'],O,O,sentence#1215,True
30516,He,['he'],O,O,sentence#1216,True
30517,said,['said'],O,O,sentence#1216,True
30518,a,['a'],O,O,sentence#1216,True
30519,24-year-old,"['24', '-', 'year', '-', 'old']",O,O,sentence#1216,True
30520,Belgian,['belgian'],B-MISC,B-MISC,sentence#1216,True
30521,woman,['woman'],O,O,sentence#1216,True
30522,left,['left'],O,O,sentence#1216,True
30523,a,['a'],O,O,sentence#1216,True
30524,suitcase,['suitcase'],O,O,sentence#1216,True
30525,containing,['containing'],O,O,sentence#1216,True
30526,13,['13'],O,O,sentence#1216,True
30527,kg,['kg'],O,O,sentence#1216,True
30528,(,['('],O,O,sentence#1216,True
30529,29,['29'],O,O,sentence#1216,True
30530,lb,['lb'],O,O,sentence#1216,True
30531,),[')'],O,O,sentence#1216,True
30532,of,['of'],O,O,sentence#1216,True
30533,heroin,['heroin'],O,O,sentence#1216,True
30534,in,['in'],O,O,sentence#1216,True
30535,a,['a'],O,O,sentence#1216,True
30536,taxi,['taxi'],O,O,sentence#1216,True
30537,in,['in'],O,O,sentence#1216,True
30538,Barcelona,['barcelona'],B-LOC,B-LOC,sentence#1216,True
30539,The,['the'],O,O,sentence#1217,True
30540,taxidriver,"['taxi', '##drive', '##r']",O,O,sentence#1217,True
30541,alerted,['alerted'],O,O,sentence#1217,True
30542,police,['police'],O,O,sentence#1217,True
30543,who,['who'],O,O,sentence#1217,True
30544,arrested,['arrested'],O,O,sentence#1217,True
30545,a,['a'],O,O,sentence#1217,True
30546,33-year-old,"['33', '-', 'year', '-', 'old']",O,O,sentence#1217,True
30547,Turkish,['turkish'],B-MISC,B-MISC,sentence#1217,True
30548,man,['man'],O,O,sentence#1217,True
30549,when,['when'],O,O,sentence#1217,True
30550,he,['he'],O,O,sentence#1217,True
30551,came,['came'],O,O,sentence#1217,True
30552,to,['to'],O,O,sentence#1217,True
30553,pick,['pick'],O,O,sentence#1217,True
30554,up,['up'],O,O,sentence#1217,True
30555,the,['the'],O,O,sentence#1217,True
30556,suitcase,['suitcase'],O,O,sentence#1217,True
30557,at,['at'],O,O,sentence#1217,True
30558,a,['a'],O,O,sentence#1217,True
30559,lost,['lost'],O,O,sentence#1217,True
30560,luggage,['luggage'],O,O,sentence#1217,True
30561,office,['office'],O,O,sentence#1217,True
30562,The,['the'],O,O,sentence#1218,True
30563,woman,['woman'],O,O,sentence#1218,True
30564,was,['was'],O,O,sentence#1218,True
30565,later,['later'],O,O,sentence#1218,True
30566,arrested,['arrested'],O,O,sentence#1218,True
30567,in,['in'],O,O,sentence#1218,True
30568,Belgium,['belgium'],B-LOC,B-LOC,sentence#1218,True
30569,She,['she'],O,O,sentence#1219,True
30570,and,['and'],O,O,sentence#1219,True
30571,the,['the'],O,O,sentence#1219,True
30572,Turkish,['turkish'],B-MISC,B-MISC,sentence#1219,True
30573,man,['man'],O,O,sentence#1219,True
30574,smuggled,"['smug', '##gled']",O,O,sentence#1219,True
30575,heroin,['heroin'],O,O,sentence#1219,True
30576,from,['from'],O,O,sentence#1219,True
30577,Turkey,['turkey'],B-LOC,B-LOC,sentence#1219,True
30578,to,['to'],O,O,sentence#1219,True
30579,Antwerp,['antwerp'],B-ORG,B-LOC,sentence#1219,False
30580,from,['from'],O,O,sentence#1219,True
30581,where,['where'],O,O,sentence#1219,True
30582,it,['it'],O,O,sentence#1219,True
30583,was,['was'],O,O,sentence#1219,True
30584,taken,['taken'],O,O,sentence#1219,True
30585,to,['to'],O,O,sentence#1219,True
30586,Spain,['spain'],B-LOC,B-LOC,sentence#1219,True
30587,",","[',']",O,O,sentence#1219,True
30588,France,['france'],B-LOC,B-LOC,sentence#1219,True
30589,and,['and'],O,O,sentence#1219,True
30590,Germany,['germany'],B-LOC,B-LOC,sentence#1219,True
30591,by,['by'],O,O,sentence#1219,True
30592,others,['others'],O,O,sentence#1219,True
30593,",","[',']",O,O,sentence#1219,True
30594,the,['the'],O,O,sentence#1219,True
30595,spokesman,['spokesman'],O,O,sentence#1219,True
30596,said,['said'],O,O,sentence#1219,True
30597,He,['he'],O,O,sentence#1220,True
30598,said,['said'],O,O,sentence#1220,True
30599,14,['14'],O,O,sentence#1220,True
30600,people,['people'],O,O,sentence#1220,True
30601,were,['were'],O,O,sentence#1220,True
30602,arrested,['arrested'],O,O,sentence#1220,True
30603,in,['in'],O,O,sentence#1220,True
30604,Belgium,['belgium'],B-LOC,B-LOC,sentence#1220,True
30605,and,['and'],O,O,sentence#1220,True
30606,16,['16'],O,O,sentence#1220,True
30607,others,['others'],O,O,sentence#1220,True
30608,in,['in'],O,O,sentence#1220,True
30609,other,['other'],O,O,sentence#1220,True
30610,European,['european'],B-MISC,B-MISC,sentence#1220,True
30611,nations,['nations'],O,O,sentence#1220,True
30612,after,['after'],O,O,sentence#1220,True
30613,an,['an'],O,O,sentence#1220,True
30614,investigation,['investigation'],O,O,sentence#1220,True
30615,lasting,['lasting'],O,O,sentence#1220,True
30616,nearly,['nearly'],O,O,sentence#1220,True
30617,a,['a'],O,O,sentence#1220,True
30618,year,['year'],O,O,sentence#1220,True
30619,(,['('],O,O,sentence#1221,True
30620,$,['$'],O,O,sentence#1221,True
30621,1=32.14,"['1', '=', '32', '.', '14']",O,O,sentence#1221,True
30622,Belgian,['belgian'],B-MISC,B-MISC,sentence#1221,True
30623,Franc,"['fran', '##c']",O,O,sentence#1221,True
30624,),[')'],O,O,sentence#1221,True
30625,Port,['port'],O,O,sentence#1221,True
30626,conditions,['conditions'],O,O,sentence#1221,True
30627,update,['update'],O,O,sentence#1221,True
30628,-,['-'],O,O,sentence#1221,True
30629,Lloyds,"['lloyd', '##s']",B-ORG,B-ORG,sentence#1221,True
30630,Shipping,['shipping'],I-ORG,I-ORG,sentence#1221,True
30631,GREECE,['greece'],B-LOC,B-LOC,sentence#1222,True
30632,",","[',']",O,O,sentence#1222,True
30633,Dec,['dec'],O,O,sentence#1222,True
30634,5,['5'],O,O,sentence#1222,True
30635,-,['-'],O,O,sentence#1222,True
30636,Greek,['greek'],B-MISC,B-MISC,sentence#1222,True
30637,port,['port'],O,O,sentence#1222,True
30638,workers,['workers'],O,O,sentence#1222,True
30639,called,['called'],O,O,sentence#1222,True
30640,off,['off'],O,O,sentence#1222,True
30641,a,['a'],O,O,sentence#1222,True
30642,strike,['strike'],O,O,sentence#1222,True
30643,which,['which'],O,O,sentence#1222,True
30644,had,['had'],O,O,sentence#1222,True
30645,kept,['kept'],O,O,sentence#1222,True
30646,the,['the'],O,O,sentence#1222,True
30647,country,['country'],O,O,sentence#1222,True
30648,'s,"[""'"", 's']",O,O,sentence#1222,True
30649,ports,['ports'],O,O,sentence#1222,True
30650,closed,['closed'],O,O,sentence#1222,True
30651,",","[',']",O,O,sentence#1222,True
30652,giving,['giving'],O,O,sentence#1222,True
30653,the,['the'],O,O,sentence#1222,True
30654,government,['government'],O,O,sentence#1222,True
30655,until,['until'],O,O,sentence#1222,True
30656,Feb,['feb'],O,O,sentence#1222,True
30657,1,['1'],O,O,sentence#1222,True
30658,to,['to'],O,O,sentence#1222,True
30659,introduce,['introduce'],O,O,sentence#1222,True
30660,a,['a'],O,O,sentence#1222,True
30661,promised,['promised'],O,O,sentence#1222,True
30662,bonus,['bonus'],O,O,sentence#1222,True
30663,scheme,['scheme'],O,O,sentence#1222,True
30664,German,['german'],B-MISC,B-MISC,sentence#1223,True
30665,Jan-August,"['jan', '-', 'august']",O,O,sentence#1223,True
30666,coffee,['coffee'],O,O,sentence#1223,True
30667,imports,['imports'],O,O,sentence#1223,True
30668,detailed,['detailed'],O,O,sentence#1223,True
30669,HAMBURG,['hamburg'],B-LOC,B-LOC,sentence#1224,True
30670,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1224,True
30671,German,['german'],B-MISC,B-MISC,sentence#1224,True
30672,net,['net'],O,O,sentence#1224,True
30673,green,['green'],O,O,sentence#1224,True
30674,coffee,['coffee'],O,O,sentence#1224,True
30675,imports,['imports'],O,O,sentence#1224,True
30676,from,['from'],O,O,sentence#1224,True
30677,outside,['outside'],O,O,sentence#1224,True
30678,the,['the'],O,O,sentence#1224,True
30679,EU,['eu'],B-ORG,B-ORG,sentence#1224,True
30680,totalled,"['total', '##led']",O,O,sentence#1224,True
30681,7.73,"['7', '.', '73']",O,O,sentence#1224,True
30682,million,['million'],O,O,sentence#1224,True
30683,bags,['bags'],O,O,sentence#1224,True
30684,in,['in'],O,O,sentence#1224,True
30685,January-August,"['january', '-', 'august']",O,O,sentence#1224,True
30686,compared,['compared'],O,O,sentence#1224,True
30687,with,['with'],O,O,sentence#1224,True
30688,7.66,"['7', '.', '66']",O,O,sentence#1224,True
30689,million,['million'],O,O,sentence#1224,True
30690,in,['in'],O,O,sentence#1224,True
30691,the,['the'],O,O,sentence#1224,True
30692,year-ago,"['year', '-', 'ago']",O,O,sentence#1224,True
30693,period,['period'],O,O,sentence#1224,True
30694,",","[',']",O,O,sentence#1224,True
30695,the,['the'],O,O,sentence#1224,True
30696,DKV,"['d', '##k', '##v']",B-ORG,B-ORG,sentence#1224,True
30697,coffee,['coffee'],O,I-ORG,sentence#1224,False
30698,association,['association'],O,I-ORG,sentence#1224,False
30699,said,['said'],O,O,sentence#1224,True
30700,Imports,['imports'],O,O,sentence#1225,True
30701,of,['of'],O,O,sentence#1225,True
30702,1.04,"['1', '.', '04']",O,O,sentence#1225,True
30703,million,['million'],O,O,sentence#1225,True
30704,bags,['bags'],O,O,sentence#1225,True
30705,in,['in'],O,O,sentence#1225,True
30706,August,['august'],O,O,sentence#1225,True
30707,were,['were'],O,O,sentence#1225,True
30708,down,['down'],O,O,sentence#1225,True
30709,from,['from'],O,O,sentence#1225,True
30710,1.08,"['1', '.', '08']",O,O,sentence#1225,True
30711,million,['million'],O,O,sentence#1225,True
30712,in,['in'],O,O,sentence#1225,True
30713,August,['august'],O,O,sentence#1225,True
30714,1995,['1995'],O,O,sentence#1225,True
30715,but,['but'],O,O,sentence#1225,True
30716,up,['up'],O,O,sentence#1225,True
30717,from,['from'],O,O,sentence#1225,True
30718,"992,860","['99', '##2', ',', '86', '##0']",O,O,sentence#1225,True
30719,bags,['bags'],O,O,sentence#1225,True
30720,in,['in'],O,O,sentence#1225,True
30721,July,['july'],O,O,sentence#1225,True
30722,1996,['1996'],O,O,sentence#1225,True
30723,Colombia,['colombia'],B-LOC,B-LOC,sentence#1226,True
30724,shipped,['shipped'],O,O,sentence#1226,True
30725,"198,226","['198', ',', '226']",O,O,sentence#1226,True
30726,bags,['bags'],O,O,sentence#1226,True
30727,in,['in'],O,O,sentence#1226,True
30728,August,['august'],O,O,sentence#1226,True
30729,after,['after'],O,O,sentence#1226,True
30730,"164,185","['164', ',', '185']",O,O,sentence#1226,True
30731,in,['in'],O,O,sentence#1226,True
30732,July,['july'],O,O,sentence#1226,True
30733,",","[',']",O,O,sentence#1226,True
30734,El,['el'],B-LOC,B-LOC,sentence#1226,True
30735,Salvador,['salvador'],I-LOC,I-LOC,sentence#1226,True
30736,"160,553","['160', ',', '55', '##3']",O,O,sentence#1226,True
30737,(,['('],O,O,sentence#1226,True
30738,"129,184","['129', ',', '184']",O,O,sentence#1226,True
30739,),[')'],O,O,sentence#1226,True
30740,",","[',']",O,O,sentence#1226,True
30741,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#1226,True
30742,"72,218","['72', ',', '218']",O,O,sentence#1226,True
30743,(,['('],O,O,sentence#1226,True
30744,"78,959","['78', ',', '95', '##9']",O,O,sentence#1226,True
30745,),[')'],O,O,sentence#1226,True
30746,",","[',']",O,O,sentence#1226,True
30747,Ethiopia,['ethiopia'],B-LOC,B-LOC,sentence#1226,True
30748,"69,252","['69', ',', '252']",O,O,sentence#1226,True
30749,(,['('],O,O,sentence#1226,True
30750,"60,456","['60', ',', '45', '##6']",O,O,sentence#1226,True
30751,),[')'],O,O,sentence#1226,True
30752,and,['and'],O,O,sentence#1226,True
30753,Kenya,['kenya'],B-LOC,B-LOC,sentence#1226,True
30754,"63,969","['63', ',', '96', '##9']",O,O,sentence#1226,True
30755,(,['('],O,O,sentence#1226,True
30756,"60,043","['60', ',', '04', '##3']",O,O,sentence#1226,True
30757,),[')'],O,O,sentence#1226,True
30758,Brazil,['brazil'],B-LOC,B-LOC,sentence#1227,True
30759,was,['was'],O,O,sentence#1227,True
30760,in,['in'],O,O,sentence#1227,True
30761,seventh,['seventh'],O,O,sentence#1227,True
30762,position,['position'],O,O,sentence#1227,True
30763,with,['with'],O,O,sentence#1227,True
30764,"54,333","['54', ',', '333']",O,O,sentence#1227,True
30765,bags,['bags'],O,O,sentence#1227,True
30766,(,['('],O,O,sentence#1227,True
30767,"29,055","['29', ',', '05', '##5']",O,O,sentence#1227,True
30768,),[')'],O,O,sentence#1227,True
30769,--,"['-', '-']",O,O,sentence#1228,True
30770,Hamburg,['hamburg'],B-LOC,B-LOC,sentence#1228,True
30771,newsroom,"['news', '##room']",O,O,sentence#1228,True
30772,+49-40-41903275,"['+', '49', '-', '40', '-', '41', '##90', '##32', '##75']",O,O,sentence#1228,True
30773,Munich,['munich'],B-ORG,B-LOC,sentence#1228,False
30774,Re,['re'],I-ORG,O,sentence#1228,False
30775,says,['says'],O,O,sentence#1228,True
30776,to,['to'],O,O,sentence#1228,True
30777,split,['split'],O,O,sentence#1228,True
30778,stock,['stock'],O,O,sentence#1228,True
30779,MUNICH,['munich'],B-LOC,B-LOC,sentence#1229,True
30780,",","[',']",O,O,sentence#1229,True
30781,Germany,['germany'],B-LOC,B-LOC,sentence#1229,True
30782,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1229,True
30783,Muenchener,"['mu', '##en', '##chen', '##er']",B-MISC,B-ORG,sentence#1229,False
30784,Rueckversicherungs,"['rue', '##ck', '##vers', '##iche', '##run', '##gs']",B-ORG,I-ORG,sentence#1229,False
30785,AG,['ag'],I-ORG,I-ORG,sentence#1229,True
30786,",","[',']",O,O,sentence#1229,True
30787,the,['the'],O,O,sentence#1229,True
30788,world,['world'],O,O,sentence#1229,True
30789,'s,"[""'"", 's']",O,O,sentence#1229,True
30790,largest,['largest'],O,O,sentence#1229,True
30791,reinsurer,"['reins', '##urer']",O,O,sentence#1229,True
30792,",","[',']",O,O,sentence#1229,True
30793,said,['said'],O,O,sentence#1229,True
30794,on,['on'],O,O,sentence#1229,True
30795,Friday,['friday'],O,O,sentence#1229,True
30796,it,['it'],O,O,sentence#1229,True
30797,expected,['expected'],O,O,sentence#1229,True
30798,to,['to'],O,O,sentence#1229,True
30799,switch,['switch'],O,O,sentence#1229,True
30800,its,['its'],O,O,sentence#1229,True
30801,shares,['shares'],O,O,sentence#1229,True
30802,to,['to'],O,O,sentence#1229,True
30803,a,['a'],O,O,sentence#1229,True
30804,lower,['lower'],O,O,sentence#1229,True
30805,par,['par'],O,O,sentence#1229,True
30806,value,['value'],O,O,sentence#1229,True
30807,by,['by'],O,O,sentence#1229,True
30808,September,['september'],O,O,sentence#1229,True
30809,1997,['1997'],O,O,sentence#1229,True
