,words,tokenised_words,true,pred,sentence,agreement
30773,down,['down'],O,O,sentence#1225,True
30774,from,['from'],O,O,sentence#1225,True
30775,1.08,"['1', '.', '08']",O,O,sentence#1225,True
30776,million,['million'],O,O,sentence#1225,True
30777,in,['in'],O,O,sentence#1225,True
30778,August,['august'],O,O,sentence#1225,True
30779,1995,['1995'],O,O,sentence#1225,True
30780,but,['but'],O,O,sentence#1225,True
30781,up,['up'],O,O,sentence#1225,True
30782,from,['from'],O,O,sentence#1225,True
30783,"992,860","['992', ',', '860']",O,O,sentence#1225,True
30784,bags,"['bag', '##s']",O,O,sentence#1225,True
30785,in,['in'],O,O,sentence#1225,True
30786,July,['july'],O,O,sentence#1225,True
30787,1996,['1996'],O,O,sentence#1225,True
30788,Colombia,['colombia'],B-LOC,B-LOC,sentence#1226,True
30789,shipped,"['ship', '##ped']",O,O,sentence#1226,True
30790,"198,226","['198', ',', '226']",O,O,sentence#1226,True
30791,bags,"['bag', '##s']",O,O,sentence#1226,True
30792,in,['in'],O,O,sentence#1226,True
30793,August,['august'],O,O,sentence#1226,True
30794,after,['after'],O,O,sentence#1226,True
30795,"164,185","['164', ',', '185']",O,O,sentence#1226,True
30796,in,['in'],O,O,sentence#1226,True
30797,July,['july'],O,O,sentence#1226,True
30798,",","[',']",O,O,sentence#1226,True
30799,El,['el'],B-LOC,B-LOC,sentence#1226,True
30800,Salvador,['salvador'],I-LOC,I-LOC,sentence#1226,True
30801,"160,553","['160', ',', '553']",O,O,sentence#1226,True
30802,(,['('],O,O,sentence#1226,True
30803,"129,184","['129', ',', '184']",O,O,sentence#1226,True
30804,),[')'],O,O,sentence#1226,True
30805,",","[',']",O,O,sentence#1226,True
30806,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#1226,True
30807,"72,218","['72', ',', '218']",O,O,sentence#1226,True
30808,(,['('],O,O,sentence#1226,True
30809,"78,959","['78', ',', '959']",O,O,sentence#1226,True
30810,),[')'],O,O,sentence#1226,True
30811,",","[',']",O,O,sentence#1226,True
30812,Ethiopia,['ethiopia'],B-LOC,B-LOC,sentence#1226,True
30813,"69,252","['69', ',', '252']",O,O,sentence#1226,True
30814,(,['('],O,O,sentence#1226,True
30815,"60,456","['60', ',', '456']",O,O,sentence#1226,True
30816,),[')'],O,O,sentence#1226,True
30817,and,['and'],O,O,sentence#1226,True
30818,Kenya,['kenya'],B-LOC,B-LOC,sentence#1226,True
30819,"63,969","['63', ',', '969']",O,O,sentence#1226,True
30820,(,['('],O,O,sentence#1226,True
30821,"60,043","['60', ',', '043']",O,O,sentence#1226,True
30822,),[')'],O,O,sentence#1226,True
30823,Brazil,['brazil'],B-LOC,B-LOC,sentence#1227,True
30824,was,['was'],O,O,sentence#1227,True
30825,in,['in'],O,O,sentence#1227,True
30826,seventh,['seventh'],O,O,sentence#1227,True
30827,position,['position'],O,O,sentence#1227,True
30828,with,['with'],O,O,sentence#1227,True
30829,"54,333","['54', ',', '333']",O,O,sentence#1227,True
30830,bags,"['bag', '##s']",O,O,sentence#1227,True
30831,(,['('],O,O,sentence#1227,True
30832,"29,055","['29', ',', '055']",O,O,sentence#1227,True
30833,),[')'],O,O,sentence#1227,True
30834,--,"['-', '-']",O,O,sentence#1228,True
30835,Hamburg,['hamburg'],B-LOC,B-LOC,sentence#1228,True
30836,newsroom,"['news', '##room']",O,O,sentence#1228,True
30837,+49-40-41903275,"['+', '49', '-', '40', '-', '419', '##0', '##32', '##7', '##5']",O,O,sentence#1228,True
30838,Munich,['munich'],B-ORG,B-ORG,sentence#1228,True
30839,Re,['re'],I-ORG,I-ORG,sentence#1228,True
30840,says,['says'],O,O,sentence#1228,True
30841,to,['to'],O,O,sentence#1228,True
30842,split,['split'],O,O,sentence#1228,True
30843,stock,['stock'],O,O,sentence#1228,True
30844,MUNICH,['munich'],B-LOC,B-LOC,sentence#1229,True
30845,",","[',']",O,O,sentence#1229,True
30846,Germany,['germany'],B-LOC,B-LOC,sentence#1229,True
30847,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1229,True
30848,Muenchener,"['mu', '##en', '##chen', '##er']",B-MISC,B-ORG,sentence#1229,False
30849,Rueckversicherungs,"['rue', '##ck', '##vers', '##icher', '##ung', '##s']",B-ORG,I-ORG,sentence#1229,False
30850,AG,['ag'],I-ORG,I-ORG,sentence#1229,True
30851,",","[',']",O,O,sentence#1229,True
30852,the,['the'],O,O,sentence#1229,True
30853,world,['world'],O,O,sentence#1229,True
30854,'s,"[""'"", 's']",O,O,sentence#1229,True
30855,largest,['largest'],O,O,sentence#1229,True
30856,reinsurer,"['rein', '##sur', '##er']",O,O,sentence#1229,True
30857,",","[',']",O,O,sentence#1229,True
30858,said,['said'],O,O,sentence#1229,True
30859,on,['on'],O,O,sentence#1229,True
30860,Friday,['friday'],O,O,sentence#1229,True
30861,it,['it'],O,O,sentence#1229,True
30862,expected,['expected'],O,O,sentence#1229,True
30863,to,['to'],O,O,sentence#1229,True
30864,switch,['switch'],O,O,sentence#1229,True
30865,its,['its'],O,O,sentence#1229,True
30866,shares,['shares'],O,O,sentence#1229,True
30867,to,['to'],O,O,sentence#1229,True
30868,a,['a'],O,O,sentence#1229,True
30869,lower,['lower'],O,O,sentence#1229,True
30870,par,['par'],O,O,sentence#1229,True
30871,value,['value'],O,O,sentence#1229,True
30872,by,['by'],O,O,sentence#1229,True
30873,September,['september'],O,O,sentence#1229,True
30874,1997,['1997'],O,O,sentence#1229,True
30875,at,['at'],O,O,sentence#1229,True
30876,the,['the'],O,O,sentence#1229,True
30877,earliest,['earliest'],O,O,sentence#1229,True
30878,The,['the'],O,O,sentence#1230,True
30879,group,['group'],O,O,sentence#1230,True
30880,",","[',']",O,O,sentence#1230,True
30881,known,['known'],O,O,sentence#1230,True
30882,as,['as'],O,O,sentence#1230,True
30883,Munich,['munich'],B-ORG,B-ORG,sentence#1230,True
30884,Re,['re'],I-ORG,I-ORG,sentence#1230,True
30885,",","[',']",O,O,sentence#1230,True
30886,plans,['plans'],O,O,sentence#1230,True
30887,to,['to'],O,O,sentence#1230,True
30888,seek,['seek'],O,O,sentence#1230,True
30889,approval,['approval'],O,O,sentence#1230,True
30890,for,['for'],O,O,sentence#1230,True
30891,the,['the'],O,O,sentence#1230,True
30892,move,['move'],O,O,sentence#1230,True
30893,at,['at'],O,O,sentence#1230,True
30894,its,['its'],O,O,sentence#1230,True
30895,shareholders,"['share', '##holders']",O,O,sentence#1230,True
30896,',"[""'""]",O,O,sentence#1230,True
30897,meeting,['meeting'],O,O,sentence#1230,True
30898,today,['today'],O,O,sentence#1230,True
30899,The,['the'],O,O,sentence#1231,True
30900,company,['company'],O,O,sentence#1231,True
30901,said,['said'],O,O,sentence#1231,True
30902,the,['the'],O,O,sentence#1231,True
30903,switch,['switch'],O,O,sentence#1231,True
30904,would,['would'],O,O,sentence#1231,True
30905,probably,['probably'],O,O,sentence#1231,True
30906,become,['become'],O,O,sentence#1231,True
30907,effective,['effective'],O,O,sentence#1231,True
30908,in,['in'],O,O,sentence#1231,True
30909,September,['september'],O,O,sentence#1231,True
30910,The,['the'],O,O,sentence#1232,True
30911,planned,['planned'],O,O,sentence#1232,True
30912,10-for-one,"['10', '-', 'for', '-', 'one']",O,O,sentence#1232,True
30913,stock,['stock'],O,O,sentence#1232,True
30914,split,['split'],O,O,sentence#1232,True
30915,would,['would'],O,O,sentence#1232,True
30916,reduce,['reduce'],O,O,sentence#1232,True
30917,the,['the'],O,O,sentence#1232,True
30918,par,['par'],O,O,sentence#1232,True
30919,value,['value'],O,O,sentence#1232,True
30920,of,['of'],O,O,sentence#1232,True
30921,Munich,['munich'],B-ORG,B-ORG,sentence#1232,True
30922,Re,['re'],I-ORG,I-ORG,sentence#1232,True
30923,'s,"[""'"", 's']",O,O,sentence#1232,True
30924,shares,['shares'],O,O,sentence#1232,True
30925,to,['to'],O,O,sentence#1232,True
30926,five,['five'],O,O,sentence#1232,True
30927,marks,['marks'],O,O,sentence#1232,True
30928,from,['from'],O,O,sentence#1232,True
30929,50,['50'],O,O,sentence#1232,True
30930,",","[',']",O,O,sentence#1232,True
30931,causing,['causing'],O,O,sentence#1232,True
30932,their,['their'],O,O,sentence#1232,True
30933,price,['price'],O,O,sentence#1232,True
30934,to,['to'],O,O,sentence#1232,True
30935,drop,['drop'],O,O,sentence#1232,True
30936,to,['to'],O,O,sentence#1232,True
30937,around,['around'],O,O,sentence#1232,True
30938,one,['one'],O,O,sentence#1232,True
30939,tenth,['tenth'],O,O,sentence#1232,True
30940,of,['of'],O,O,sentence#1232,True
30941,the,['the'],O,O,sentence#1232,True
30942,present,['present'],O,O,sentence#1232,True
30943,value,['value'],O,O,sentence#1232,True
30944,Munich,['munich'],B-ORG,B-ORG,sentence#1233,True
30945,Re,['re'],I-ORG,I-ORG,sentence#1233,True
30946,'s,"[""'"", 's']",O,O,sentence#1233,True
30947,registered,['registered'],O,O,sentence#1233,True
30948,shares,['shares'],O,O,sentence#1233,True
30949,",","[',']",O,O,sentence#1233,True
30950,part,['part'],O,O,sentence#1233,True
30951,of,['of'],O,O,sentence#1233,True
30952,the,['the'],O,O,sentence#1233,True
30953,blue-chip,"['blue', '-', 'chip']",O,O,sentence#1233,True
30954,DAX,"['da', '##x']",B-MISC,B-MISC,sentence#1233,True
30955,index,['index'],O,O,sentence#1233,True
30956,",","[',']",O,O,sentence#1233,True
30957,were,['were'],O,O,sentence#1233,True
30958,trading,['trading'],O,O,sentence#1233,True
30959,at,['at'],O,O,sentence#1233,True
30960,"3,710","['3', ',', '710']",O,O,sentence#1233,True
30961,marks,['marks'],O,O,sentence#1233,True
30962,on,['on'],O,O,sentence#1233,True
30963,Friday,['friday'],O,O,sentence#1233,True
30964,--,"['-', '-']",O,O,sentence#1234,True
30965,Frankfurt,['frankfurt'],B-ORG,B-ORG,sentence#1234,True
30966,Newsroom,"['news', '##room']",I-ORG,I-ORG,sentence#1234,True
30967,",","[',']",O,O,sentence#1234,True
30968,+49,"['+', '49']",O,O,sentence#1234,True
30969,69,['69'],O,O,sentence#1234,True
30970,756525,"['756', '##52', '##5']",O,O,sentence#1234,True
30971,EU,['eu'],B-ORG,B-ORG,sentence#1234,True
30972,experts,['experts'],O,O,sentence#1234,True
30973,postpone,"['post', '##pone']",O,O,sentence#1234,True
30974,talks,['talks'],O,O,sentence#1234,True
30975,on,['on'],O,O,sentence#1234,True
30976,rice,['rice'],O,O,sentence#1234,True
30977,area,['area'],O,O,sentence#1234,True
30978,aid,['aid'],O,O,sentence#1234,True
30979,BRUSSELS,['brussels'],B-LOC,B-LOC,sentence#1235,True
30980,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1235,True
30981,European,['european'],B-ORG,B-ORG,sentence#1235,True
30982,Union,['union'],I-ORG,I-ORG,sentence#1235,True
30983,rice,['rice'],O,O,sentence#1235,True
30984,experts,['experts'],O,O,sentence#1235,True
30985,on,['on'],O,O,sentence#1235,True
30986,Thursday,['thursday'],O,O,sentence#1235,True
30987,postponed,"['post', '##pone', '##d']",O,O,sentence#1235,True
30988,discussion,['discussion'],O,O,sentence#1235,True
30989,on,['on'],O,O,sentence#1235,True
30990,area,['area'],O,O,sentence#1235,True
30991,aid,['aid'],O,O,sentence#1235,True
30992,payments,['payments'],O,O,sentence#1235,True
30993,to,['to'],O,O,sentence#1235,True
30994,rice,['rice'],O,O,sentence#1235,True
30995,producers,['producers'],O,O,sentence#1235,True
30996,because,['because'],O,O,sentence#1235,True
30997,the,['the'],O,O,sentence#1235,True
30998,documents,['documents'],O,O,sentence#1235,True
30999,were,['were'],O,O,sentence#1235,True
31000,not,['not'],O,O,sentence#1235,True
31001,available,['available'],O,O,sentence#1235,True
31002,in,['in'],O,O,sentence#1235,True
31003,all,['all'],O,O,sentence#1235,True
31004,the,['the'],O,O,sentence#1235,True
31005,EU,['eu'],B-ORG,B-ORG,sentence#1235,True
31006,languages,['languages'],O,O,sentence#1235,True
31007,",","[',']",O,O,sentence#1235,True
31008,an,['an'],O,O,sentence#1235,True
31009,EU,['eu'],B-ORG,B-ORG,sentence#1235,True
31010,offcial,"['off', '##cial']",O,O,sentence#1235,True
31011,said,['said'],O,O,sentence#1235,True
31012,on,['on'],O,O,sentence#1235,True
31013,Friday,['friday'],O,O,sentence#1235,True
31014,"""","['""']",O,O,sentence#1236,True
31015,The,['the'],O,O,sentence#1236,True
31016,discussion,['discussion'],O,O,sentence#1236,True
31017,in,['in'],O,O,sentence#1236,True
31018,the,['the'],O,O,sentence#1236,True
31019,experts,['experts'],O,O,sentence#1236,True
31020,group,['group'],O,O,sentence#1236,True
31021,had,['had'],O,O,sentence#1236,True
31022,to,['to'],O,O,sentence#1236,True
31023,be,['be'],O,O,sentence#1236,True
31024,postponed,"['post', '##pone', '##d']",O,O,sentence#1236,True
31025,because,['because'],O,O,sentence#1236,True
31026,the,['the'],O,O,sentence#1236,True
31027,documents,['documents'],O,O,sentence#1236,True
31028,needed,['needed'],O,O,sentence#1236,True
31029,to,['to'],O,O,sentence#1236,True
31030,be,['be'],O,O,sentence#1236,True
31031,translated,['translated'],O,O,sentence#1236,True
31032,into,['into'],O,O,sentence#1236,True
31033,the,['the'],O,O,sentence#1236,True
31034,official,['official'],O,O,sentence#1236,True
31035,languages,['languages'],O,O,sentence#1236,True
31036,and,['and'],O,O,sentence#1236,True
31037,the,['the'],O,O,sentence#1236,True
31038,item,['item'],O,O,sentence#1236,True
31039,will,['will'],O,O,sentence#1236,True
31040,be,['be'],O,O,sentence#1236,True
31041,on,['on'],O,O,sentence#1236,True
31042,next,['next'],O,O,sentence#1236,True
31043,week,['week'],O,O,sentence#1236,True
31044,'s,"[""'"", 's']",O,O,sentence#1236,True
31045,agenda,['agenda'],O,O,sentence#1236,True
31046,",","[',']",O,O,sentence#1236,True
31047,"""","['""']",O,O,sentence#1236,True
31048,the,['the'],O,O,sentence#1236,True
31049,offcial,"['off', '##cial']",O,B-ORG,sentence#1236,False
31050,said,['said'],O,O,sentence#1236,True
31051,European,['european'],B-MISC,B-MISC,sentence#1237,True
31052,rice,['rice'],O,O,sentence#1237,True
31053,producers,['producers'],O,O,sentence#1237,True
31054,are,['are'],O,O,sentence#1237,True
31055,due,['due'],O,O,sentence#1237,True
31056,to,['to'],O,O,sentence#1237,True
31057,get,['get'],O,O,sentence#1237,True
31058,compensatory,"['comp', '##ensa', '##tory']",O,O,sentence#1237,True
31059,area,['area'],O,O,sentence#1237,True
31060,aid,['aid'],O,O,sentence#1237,True
31061,payments,['payments'],O,O,sentence#1237,True
31062,similar,['similar'],O,O,sentence#1237,True
31063,to,['to'],O,O,sentence#1237,True
31064,those,['those'],O,O,sentence#1237,True
31065,paid,['paid'],O,O,sentence#1237,True
31066,to,['to'],O,O,sentence#1237,True
31067,cereal,"['ce', '##real']",O,O,sentence#1237,True
31068,producers,['producers'],O,O,sentence#1237,True
31069,because,['because'],O,O,sentence#1237,True
31070,of,['of'],O,O,sentence#1237,True
31071,cuts,['cuts'],O,O,sentence#1237,True
31072,in,['in'],O,O,sentence#1237,True
31073,intervention,['intervention'],O,O,sentence#1237,True
31074,prices,['prices'],O,O,sentence#1237,True
31075,--,"['-', '-']",O,O,sentence#1238,True
31076,Brussels,['brussels'],B-ORG,B-LOC,sentence#1238,False
31077,Newsroom,"['news', '##room']",I-ORG,O,sentence#1238,False
31078,32,['32'],O,O,sentence#1238,True
31079,2,['2'],O,O,sentence#1238,True
31080,287,['287'],O,O,sentence#1238,True
31081,6800,"['680', '##0']",O,O,sentence#1238,True
31082,Frankfurt,['frankfurt'],B-LOC,B-LOC,sentence#1238,True
31083,dollar,['dollar'],O,O,sentence#1238,True
31084,fix,['fix'],O,O,sentence#1238,True
31085,1.5338,"['1', '.', '533', '##8']",O,O,sentence#1238,True
31086,marks,['marks'],O,O,sentence#1238,True
31087,FRANKFURT,['frankfurt'],B-LOC,B-LOC,sentence#1239,True
31088,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1239,True
31089,The,['the'],O,O,sentence#1239,True
31090,dollar,['dollar'],O,O,sentence#1239,True
31091,was,['was'],O,O,sentence#1239,True
31092,fixed,['fixed'],O,O,sentence#1239,True
31093,at,['at'],O,O,sentence#1239,True
31094,1.5338,"['1', '.', '533', '##8']",O,O,sentence#1239,True
31095,marks,['marks'],O,O,sentence#1239,True
31096,in,['in'],O,O,sentence#1239,True
31097,Frankfurt,['frankfurt'],B-LOC,B-LOC,sentence#1239,True
31098,on,['on'],O,O,sentence#1239,True
31099,Friday,['friday'],O,O,sentence#1239,True
31100,",","[',']",O,O,sentence#1239,True
31101,after,['after'],O,O,sentence#1239,True
31102,1.5607,"['1', '.', '560', '##7']",O,O,sentence#1239,True
31103,marks,['marks'],O,O,sentence#1239,True
31104,on,['on'],O,O,sentence#1239,True
31105,Thursday,['thursday'],O,O,sentence#1239,True
31106,There,['there'],O,O,sentence#1240,True
31107,was,['was'],O,O,sentence#1240,True
31108,no,['no'],O,O,sentence#1240,True
31109,Bundesbank,"['bundes', '##bank']",B-ORG,B-ORG,sentence#1240,True
31110,intervention,['intervention'],O,O,sentence#1240,True
31111,John,['john'],B-ORG,B-PER,sentence#1241,False
31112,Lewis,['lewis'],I-ORG,I-PER,sentence#1241,False
31113,UK,['uk'],I-ORG,B-LOC,sentence#1241,False
31114,store,['store'],O,O,sentence#1241,True
31115,sales,['sales'],O,O,sentence#1241,True
31116,up,['up'],O,O,sentence#1241,True
31117,4.5,"['4', '.', '5']",O,O,sentence#1241,True
31118,%,['%'],O,O,sentence#1241,True
31119,in,['in'],O,O,sentence#1241,True
31120,week,['week'],O,O,sentence#1241,True
31121,LONDON,['london'],B-LOC,B-LOC,sentence#1242,True
31122,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1242,True
31123,The,['the'],O,O,sentence#1242,True
31124,John,['john'],B-PER,B-ORG,sentence#1242,False
31125,Lewis,['lewis'],I-PER,I-ORG,sentence#1242,False
31126,Partnership,['partnership'],O,I-ORG,sentence#1242,False
31127,said,['said'],O,O,sentence#1242,True
31128,its,['its'],O,O,sentence#1242,True
31129,UK,['uk'],B-LOC,B-LOC,sentence#1242,True
31130,department,['department'],O,O,sentence#1242,True
31131,store,['store'],O,O,sentence#1242,True
31132,sales,['sales'],O,O,sentence#1242,True
31133,rose,['rose'],O,O,sentence#1242,True
31134,4.5,"['4', '.', '5']",O,O,sentence#1242,True
31135,percent,['percent'],O,O,sentence#1242,True
31136,in,['in'],O,O,sentence#1242,True
31137,the,['the'],O,O,sentence#1242,True
31138,week,['week'],O,O,sentence#1242,True
31139,to,['to'],O,O,sentence#1242,True
31140,November,['november'],O,O,sentence#1242,True
31141,30,['30'],O,O,sentence#1242,True
31142,compared,['compared'],O,O,sentence#1242,True
31143,with,['with'],O,O,sentence#1242,True
31144,the,['the'],O,O,sentence#1242,True
31145,same,['same'],O,O,sentence#1242,True
31146,week,['week'],O,O,sentence#1242,True
31147,a,['a'],O,O,sentence#1242,True
31148,year,['year'],O,O,sentence#1242,True
31149,earlier,['earlier'],O,O,sentence#1242,True
31150,In,['in'],O,O,sentence#1243,True
31151,the,['the'],O,O,sentence#1243,True
31152,18,['18'],O,O,sentence#1243,True
31153,weeks,['weeks'],O,O,sentence#1243,True
31154,to,['to'],O,O,sentence#1243,True
31155,November,['november'],O,O,sentence#1243,True
31156,30,['30'],O,O,sentence#1243,True
31157,",","[',']",O,O,sentence#1243,True
31158,sales,['sales'],O,O,sentence#1243,True
31159,were,['were'],O,O,sentence#1243,True
31160,up,['up'],O,O,sentence#1243,True
31161,13.6,"['13', '.', '6']",O,O,sentence#1243,True
31162,percent,['percent'],O,O,sentence#1243,True
31163,year-on-year,"['year', '-', 'on', '-', 'year']",O,O,sentence#1243,True
31164,Total,['total'],O,O,sentence#1244,True
31165,sales,['sales'],O,O,sentence#1244,True
31166,",","[',']",O,O,sentence#1244,True
31167,including,['including'],O,O,sentence#1244,True
31168,the,['the'],O,O,sentence#1244,True
31169,Waitrose,"['wait', '##rose']",B-ORG,B-ORG,sentence#1244,True
31170,supermarket,"['super', '##market']",O,O,sentence#1244,True
31171,chain,['chain'],O,O,sentence#1244,True
31172,",","[',']",O,O,sentence#1244,True
31173,rose,['rose'],O,O,sentence#1244,True
31174,5.8,"['5', '.', '8']",O,O,sentence#1244,True
31175,percent,['percent'],O,O,sentence#1244,True
31176,in,['in'],O,O,sentence#1244,True
31177,the,['the'],O,O,sentence#1244,True
31178,week,['week'],O,O,sentence#1244,True
31179,and,['and'],O,O,sentence#1244,True
31180,were,['were'],O,O,sentence#1244,True
31181,up,['up'],O,O,sentence#1244,True
31182,11.4,"['11', '.', '4']",O,O,sentence#1244,True
31183,percent,['percent'],O,O,sentence#1244,True
31184,in,['in'],O,O,sentence#1244,True
31185,the,['the'],O,O,sentence#1244,True
31186,18-week,"['18', '-', 'week']",O,O,sentence#1244,True
31187,period,['period'],O,O,sentence#1244,True
31188,--,"['-', '-']",O,O,sentence#1245,True
31189,Rosemary,['rosemary'],B-PER,B-PER,sentence#1245,True
31190,Bennett,['bennett'],I-PER,I-PER,sentence#1245,True
31191,",","[',']",O,O,sentence#1245,True
31192,London,['london'],B-ORG,B-ORG,sentence#1245,True
31193,Newsroom,"['news', '##room']",I-ORG,I-ORG,sentence#1245,True
31194,44,['44'],O,O,sentence#1245,True
31195,171,['171'],O,O,sentence#1245,True
31196,542,['542'],O,O,sentence#1245,True
31197,2774,"['277', '##4']",O,O,sentence#1245,True
31198,Timah,"['tima', '##h']",B-ORG,O,sentence#1245,False
31199,at,['at'],O,O,sentence#1245,True
31200,15.625,"['15', '.', '625']",O,O,sentence#1245,True
31201,in,['in'],O,O,sentence#1245,True
31202,London,['london'],B-LOC,B-LOC,sentence#1245,True
31203,at,['at'],O,O,sentence#1245,True
31204,0931,"['093', '##1']",O,O,sentence#1245,True
31205,GMT,['gmt'],B-MISC,B-MISC,sentence#1245,True
31206,LONDON,['london'],B-LOC,B-LOC,sentence#1246,True
31207,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1246,True
31208,PT,['pt'],B-ORG,B-ORG,sentence#1246,True
31209,Tambang,"['tam', '##bang']",I-ORG,I-ORG,sentence#1246,True
31210,Timah,"['tima', '##h']",I-ORG,I-ORG,sentence#1246,True
31211,was,['was'],O,O,sentence#1246,True
31212,traded,['traded'],O,O,sentence#1246,True
31213,at,['at'],O,O,sentence#1246,True
31214,$,['$'],O,O,sentence#1246,True
31215,15.625,"['15', '.', '625']",O,O,sentence#1246,True
31216,per,['per'],O,O,sentence#1246,True
31217,GDR,"['g', '##dr']",O,O,sentence#1246,True
31218,in,['in'],O,O,sentence#1246,True
31219,London,['london'],B-LOC,B-LOC,sentence#1246,True
31220,on,['on'],O,O,sentence#1246,True
31221,Friday,['friday'],O,O,sentence#1246,True
31222,at,['at'],O,O,sentence#1246,True
31223,around,['around'],O,O,sentence#1246,True
31224,0931,"['093', '##1']",O,O,sentence#1246,True
31225,GMT,['gmt'],B-MISC,B-MISC,sentence#1246,True
31226,It,['it'],O,O,sentence#1247,True
31227,recorded,['recorded'],O,O,sentence#1247,True
31228,a,['a'],O,O,sentence#1247,True
31229,low,['low'],O,O,sentence#1247,True
31230,of,['of'],O,O,sentence#1247,True
31231,$,['$'],O,O,sentence#1247,True
31232,15.625,"['15', '.', '625']",O,O,sentence#1247,True
31233,and,['and'],O,O,sentence#1247,True
31234,a,['a'],O,O,sentence#1247,True
31235,high,['high'],O,O,sentence#1247,True
31236,of,['of'],O,O,sentence#1247,True
31237,$,['$'],O,O,sentence#1247,True
31238,15.725,"['15', '.', '725']",O,O,sentence#1247,True
31239,Its,['its'],O,O,sentence#1248,True
31240,previous,['previous'],O,O,sentence#1248,True
31241,close,['close'],O,O,sentence#1248,True
31242,on,['on'],O,O,sentence#1248,True
31243,Thursday,['thursday'],O,O,sentence#1248,True
31244,was,['was'],O,O,sentence#1248,True
31245,$,['$'],O,O,sentence#1248,True
31246,15.80,"['15', '.', '80']",O,O,sentence#1248,True
31247,One,['one'],O,O,sentence#1249,True
31248,Global,['global'],O,O,sentence#1249,True
31249,Depository,"['deposito', '##ry']",O,O,sentence#1249,True
31250,Receipt,"['rece', '##ipt']",O,O,sentence#1249,True
31251,represents,['represents'],O,O,sentence#1249,True
31252,10,['10'],O,O,sentence#1249,True
31253,common,['common'],O,O,sentence#1249,True
31254,shares,['shares'],O,O,sentence#1249,True
31255,--,"['-', '-']",O,O,sentence#1250,True
31256,Jakarta,['jakarta'],B-LOC,B-LOC,sentence#1250,True
31257,newsroom,"['news', '##room']",O,O,sentence#1250,True
31258,+6221,"['+', '622', '##1']",O,O,sentence#1250,True
31259,384-6364,"['384', '-', '636', '##4']",O,O,sentence#1250,True
31260,British,['british'],B-MISC,B-MISC,sentence#1250,True
31261,"""","['""']",O,O,sentence#1250,True
31262,Euro-sceptic,"['euro', '-', 'sc', '##ept', '##ic']",B-MISC,B-MISC,sentence#1250,True
31263,"""","['""']",O,O,sentence#1250,True
31264,says,['says'],O,O,sentence#1250,True
31265,Clarke,['clarke'],B-PER,B-PER,sentence#1250,True
31266,should,['should'],O,O,sentence#1250,True
31267,resign,"['res', '##ign']",O,O,sentence#1250,True
31268,LONDON,['london'],B-LOC,B-LOC,sentence#1251,True
31269,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#1251,True
31270,A,['a'],O,O,sentence#1251,True
31271,"""","['""']",O,O,sentence#1251,True
31272,Euro-sceptic,"['euro', '-', 'sc', '##ept', '##ic']",B-MISC,B-MISC,sentence#1251,True
31273,"""","['""']",O,O,sentence#1251,True
31274,member,['member'],O,O,sentence#1251,True
31275,of,['of'],O,O,sentence#1251,True
31276,the,['the'],O,O,sentence#1251,True
31277,ruling,['ruling'],O,O,sentence#1251,True
31278,Conservative,['conservative'],B-MISC,B-ORG,sentence#1251,False
31279,party,['party'],O,I-ORG,sentence#1251,False
31280,said,['said'],O,O,sentence#1251,True
31281,on,['on'],O,O,sentence#1251,True
31282,Thursday,['thursday'],O,O,sentence#1251,True
31283,British,['british'],B-MISC,B-MISC,sentence#1251,True
31284,finance,['finance'],O,O,sentence#1251,True
31285,minister,['minister'],O,O,sentence#1251,True
31286,Kenneth,['kenneth'],B-PER,B-PER,sentence#1251,True
31287,Clarke,['clarke'],I-PER,I-PER,sentence#1251,True
31288,had,['had'],O,O,sentence#1251,True
31289,to,['to'],O,O,sentence#1251,True
31290,resign,"['res', '##ign']",O,O,sentence#1251,True
31291,to,['to'],O,O,sentence#1251,True
31292,prevent,['prevent'],O,O,sentence#1251,True
31293,the,['the'],O,O,sentence#1251,True
31294,party,['party'],O,O,sentence#1251,True
31295,disintegrating,"['dis', '##inte', '##gra', '##ting']",O,O,sentence#1251,True
31296,over,['over'],O,O,sentence#1251,True
31297,the,['the'],O,O,sentence#1251,True
31298,issue,['issue'],O,O,sentence#1251,True
31299,of,['of'],O,O,sentence#1251,True
31300,a,['a'],O,O,sentence#1251,True
31301,single,['single'],O,O,sentence#1251,True
31302,European,['european'],B-MISC,B-MISC,sentence#1251,True
31303,currency,['currency'],O,O,sentence#1251,True
31304,Member,['member'],O,O,sentence#1252,True
31305,of,['of'],O,O,sentence#1252,True
31306,Parliament,['parliament'],O,O,sentence#1252,True
31307,Tony,['tony'],B-PER,B-PER,sentence#1252,True
31308,Marlow,"['mar', '##low']",I-PER,I-PER,sentence#1252,True
31309,said,['said'],O,O,sentence#1252,True
31310,the,['the'],O,O,sentence#1252,True
31311,resignation,['resignation'],O,O,sentence#1252,True
31312,of,['of'],O,O,sentence#1252,True
31313,the,['the'],O,O,sentence#1252,True
31314,chancellor,['chancellor'],O,O,sentence#1252,True
