,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement
22860,كافيه,كافي +ه,['كافيه'],"['كافي', '+ه']",B-MISC,B-MISC,sentence#884,True
22861,ترانزيت,ترانزيت,['ترانزيت'],['ترانزيت'],I-MISC,I-MISC,sentence#884,True
22862,"""","""","['""']","['""']",O,O,sentence#884,True
22863,للمخرج,ل+ ال+ مخرج,"['ل', '##لم', '##خرج']","['ل+', 'ال+', 'مخرج']",O,O,sentence#884,True
22864,كامبوسيا,كامبوسيا,"['كامبوس', '##يا']","['كامبوس', '##يا']",B-PERS,B-PERS,sentence#884,True
22865,برتوي,ب+ رتوي,"['برت', '##وي']","['ب+', 'رت', '##وي']",I-PERS,I-PERS,sentence#884,True
22866,يدافع,يدافع,['يدافع'],['يدافع'],O,O,sentence#884,True
22867,عن,عن,['عن'],['عن'],O,O,sentence#884,True
22868,حقوق,حقوق,['حقوق'],['حقوق'],O,O,sentence#884,True
22869,المرأة,ال+ مرأ +ة,"['المر', '##أة']","['ال+', 'مرأ', '+ة']",O,O,sentence#884,True
22870,لتمثيلها,ل+ تمثيل +ها,"['لتم', '##ثيل', '##ها']","['ل+', 'تمثيل', '+ها']",O,O,sentence#884,True
22871,في,في,['في'],['في'],O,O,sentence#884,True
22872,ترشيحات,ترشيح +ات,"['ترشيح', '##ات']","['ترشيح', '+ات']",O,O,sentence#884,True
22873,جوائز,جوائز,['جوائز'],['جوائز'],O,O,sentence#884,True
22874,الأوسكار,ال+ أوسكار,"['الأ', '##وسكا', '##ر']","['ال+', 'أوسكار']",B-MISC,B-MISC,sentence#884,True
22875,عن,عن,['عن'],['عن'],O,O,sentence#884,True
22876,فئة,فئ +ة,"['فئ', '##ة']","['فئ', '+ة']",O,O,sentence#884,True
22877,أفضل,أفضل,['أفضل'],['أفضل'],O,O,sentence#884,True
22878,فيلم,فيلم,['فيلم'],['فيلم'],O,O,sentence#884,True
22879,ناطق,ناطق,['ناطق'],['ناطق'],O,O,sentence#884,True
22880,بلغة,ب+ لغ +ة,"['بلغ', '##ة']","['ب+', 'لغ', '+ة']",O,O,sentence#884,True
22881,أجنبية,أجنبي +ة,"['أجنبي', '##ة']","['أجنبي', '+ة']",O,O,sentence#884,True
22882,والتي,و+ التي,"['والت', '##ي']","['و+', 'التي']",O,O,sentence#884,True
22883,ستعلن,س+ تعلن,"['ستع', '##لن']","['س+', 'تعلن']",O,O,sentence#884,True
22884,في,في,['في'],['في'],O,O,sentence#884,True
22885,فبراير,فبراير,['فبراير'],['فبراير'],O,O,sentence#884,True
22886,/,-,['[UNK]'],['-'],O,O,sentence#884,True
22887,شباط,شباط,['شباط'],['شباط'],O,O,sentence#884,True
22888,2007,2007,['2007'],['2007'],O,O,sentence#884,True
22889,زملائه,زملائ +ه,"['زملائ', '##ه']","['زملائ', '+ه']",O,O,sentence#885,True
22890,الفيلم,ال+ فيلم,"['الفي', '##لم']","['ال+', 'فيلم']",O,O,sentence#885,True
22891,قصة,قص +ة,"['قص', '##ة']","['قص', '+ة']",O,O,sentence#885,True
22892,امرأة,امرأ +ة,"['امرأ', '##ة']","['امرأ', '+ة']",O,O,sentence#885,True
22893,ترملت,ترمل +ت,"['ترمل', '##ت']","['ترمل', '+ت']",O,O,sentence#885,True
22894,حديثا,حديث +ا,"['حديث', '##ا']","['حديث', '+ا']",O,O,sentence#885,True
22895,وتقرر,و+ تقرر,"['وت', '##قرر']","['و+', 'تقرر']",O,O,sentence#885,True
22896,إدارة,إدار +ة,"['إدار', '##ة']","['إدار', '+ة']",O,O,sentence#885,True
22897,المطعم,ال+ مطعم,"['الم', '##طع', '##م']","['ال+', 'مطعم']",O,O,sentence#885,True
22898,الصغير,ال+ صغير,"['الص', '##غير']","['ال+', 'صغير']",O,O,sentence#885,True
22899,الواقع,ال+ واقع,"['الوا', '##قع']","['ال+', 'واقع']",O,O,sentence#885,True
22900,على,على,['على'],['على'],O,O,sentence#885,True
22901,مفترق,مفترق,['مفترق'],['مفترق'],O,O,sentence#885,True
22902,طرق,طرق,['طرق'],['طرق'],O,O,sentence#885,True
22903,والذي,و+ الذي,"['وال', '##ذي']","['و+', 'الذي']",O,O,sentence#885,True
22904,كان,كان,['كان'],['كان'],O,O,sentence#885,True
22905,يملكه,يملك +ه,"['يملك', '##ه']","['يملك', '+ه']",O,O,sentence#885,True
22906,زوجها,زوج +ها,"['زوج', '##ها']","['زوج', '+ها']",O,O,sentence#885,True
22907,الراحل,ال+ راحل,"['الر', '##احل']","['ال+', 'راحل']",O,O,sentence#885,True
22908,إلا,إلا,['إلا'],['إلا'],O,O,sentence#885,True
22909,أنه,أن +ه,['أنه'],"['أن', '+ه']",O,O,sentence#885,True
22910,سيتعين,س+ يتعين,"['سيت', '##عين']","['س+', 'يتعين']",O,O,sentence#885,True
22911,على,على,['على'],['على'],O,O,sentence#885,True
22912,هذه,هذه,['هذه'],['هذه'],O,O,sentence#885,True
22913,الأرملة,ال+ أرمل +ة,"['الأر', '##ملة']","['ال+', 'أرمل', '+ة']",O,O,sentence#885,True
22914,أيضا,أيض +ا,['أيضا'],"['أيض', '+ا']",O,O,sentence#885,True
22915,صد,صد,['صد'],['صد'],O,O,sentence#885,True
22916,محاولات,محاول +ات,"['محاول', '##ات']","['محاول', '+ات']",O,O,sentence#885,True
22917,شقيق,شقيق,['شقيق'],['شقيق'],O,O,sentence#885,True
22918,زوجها,زوج +ها,"['زوج', '##ها']","['زوج', '+ها']",O,O,sentence#885,True
22919,الذي,الذي,['الذي'],['الذي'],O,O,sentence#885,True
22920,يريد,يريد,['يريد'],['يريد'],O,O,sentence#885,True
22921,حسب,حسب,['حسب'],['حسب'],O,O,sentence#885,True
22922,التقاليد,ال+ تقاليد,"['التقا', '##ليد']","['ال+', 'تقاليد']",O,O,sentence#885,True
22923,أن,أن,['أن'],['أن'],O,O,sentence#885,True
22924,يتزوجها,يتزوج +ها,"['يتزوج', '##ها']","['يتزوج', '+ها']",O,O,sentence#885,True
22925,على,على,['على'],['على'],O,O,sentence#885,True
22926,زوجته,زوج +ت +ه,"['زوج', '##ته']","['زوج', '+ت', '+ه']",O,O,sentence#885,True
22927,السائل,ال+ سائل,"['الس', '##ائل']","['ال+', 'سائل']",O,O,sentence#886,True
22928,برتوي,ب+ رتوي,"['برت', '##وي']","['ب+', 'رت', '##وي']",I-PERS,B-PERS,sentence#886,False
22929,مخرج,مخرج,['مخرج'],['مخرج'],O,O,sentence#886,True
22930,إيراني,إيراني,['إيراني'],['إيراني'],O,O,sentence#886,True
22931,متمكن,متمكن,['متمكن'],['متمكن'],O,O,sentence#886,True
22932,اشتهر,اشتهر,['اشتهر'],['اشتهر'],O,O,sentence#886,True
22933,بوضعه,ب+ وضع +ه,"['بوض', '##عه']","['ب+', 'وضع', '+ه']",O,O,sentence#886,True
22934,سيناريو,سيناريو,['سيناريو'],['سيناريو'],O,O,sentence#886,True
22935,فيلم,فيلم,['فيلم'],['فيلم'],O,O,sentence#886,True
22936,"""","""","['""']","['""']",O,O,sentence#886,True
22937,الدائرة,ال+ دائر +ة,"['الد', '##ائر', '##ة']","['ال+', 'دائر', '+ة']",B-MISC,B-MISC,sentence#886,True
22938,"""","""","['""']","['""']",O,O,sentence#886,True
22939,لجعفر,ل+ جعفر,"['لج', '##عف', '##ر']","['ل+', 'جعفر']",B-PERS,B-PERS,sentence#886,True
22940,بناهي,ب+ ناهي,"['بنا', '##هي']","['ب+', 'ناهي']",I-PERS,I-PERS,sentence#886,True
22941,الحائز,ال+ حائز,"['الح', '##ائز']","['ال+', 'حائز']",O,O,sentence#886,True
22942,جائزة,جائز +ة,"['جائز', '##ة']","['جائز', '+ة']",O,O,sentence#886,True
22943,الأسد,ال+ أسد,"['الأ', '##سد']","['ال+', 'أسد']",O,O,sentence#886,True
22944,الذهبي,ال+ ذهبي,['الذهبي'],"['ال+', 'ذهبي']",O,O,sentence#886,True
22945,لمهرجان,ل+ مهرجان,"['لم', '##هر', '##جان']","['ل+', 'مهرجان']",B-MISC,O,sentence#886,False
22946,البندقية,ال+ بندقي +ة,"['الب', '##ندق', '##ية']","['ال+', 'بندقي', '+ة']",I-MISC,B-MISC,sentence#886,False
22947,عام,عام,['عام'],['عام'],O,O,sentence#886,True
22948,2000,2000,"['200', '##0']","['200', '##0']",O,O,sentence#886,True
22949,وفيلم,و+ فيلم,"['وفي', '##لم']","['و+', 'فيلم']",O,O,sentence#886,True
22950,"""","""","['""']","['""']",O,O,sentence#886,True
22951,أنا,أنا,['أنا'],['أنا'],B-MISC,B-MISC,sentence#886,True
22952,وترانه,و+ تران +ه,"['وتر', '##انه']","['و+', 'تران', '+ه']",I-MISC,I-MISC,sentence#886,True
22953,و15,و 15,"['و', '##15']","['و', '15']",I-MISC,O,sentence#886,False
22954,سنة,سن +ة,"['سن', '##ة']","['سن', '+ة']",I-MISC,I-MISC,sentence#886,True
22955,"""","""","['""']","['""']",O,O,sentence#886,True
22956,،,،,['،'],['،'],O,O,sentence#886,True
22957,ويعالج,و+ يعالج,"['ويع', '##الج']","['و+', 'يعالج']",O,O,sentence#886,True
22958,هذان,هذان,['هذان'],['هذان'],O,O,sentence#886,True
22959,الفيلمان,ال+ فيلم +ان,"['الفي', '##لمان']","['ال+', 'فيلم', '+ان']",O,O,sentence#886,True
22960,أيضا,أيض +ا,['أيضا'],"['أيض', '+ا']",O,O,sentence#886,True
22961,وضع,وضع,['وضع'],['وضع'],O,O,sentence#886,True
22962,المرأة,ال+ مرأ +ة,"['المر', '##أة']","['ال+', 'مرأ', '+ة']",O,O,sentence#886,True
22963,في,في,['في'],['في'],O,O,sentence#886,True
22964,إيران,إيران,['إيران'],['إيران'],B-LOC,B-LOC,sentence#886,True
22965,في,في,['في'],['في'],O,O,sentence#887,True
22966,بين,بين,['بين'],['بين'],O,O,sentence#887,True
22967,الترشيحات,ال+ ترشيح +ات,"['الت', '##رش', '##يح', '##ات']","['ال+', 'ترشيح', '+ات']",O,O,sentence#887,True
22968,المقدمة,ال+ مقدم +ة,"['المق', '##دم', '##ة']","['ال+', 'مقدم', '+ة']",O,O,sentence#887,True
22969,من,من,['من'],['من'],O,O,sentence#887,True
22970,مختلف,مختلف,['مختلف'],['مختلف'],O,O,sentence#887,True
22971,الدول,ال+ دول,"['الد', '##ول']","['ال+', 'دول']",O,O,sentence#887,True
22972,ستختار,س+ تختار,"['ست', '##ختار']","['س+', 'تختار']",O,O,sentence#887,True
22973,أكاديمية,أكاديمي +ة,"['أكاديمي', '##ة']","['أكاديمي', '+ة']",O,O,sentence#887,True
22974,هوليود,هوليود,['هوليود'],['هوليود'],O,B-ORG,sentence#887,False
22975,لجوائز,ل+ جوائز,"['لجو', '##ائز']","['ل+', 'جوائز']",O,O,sentence#887,True
22976,الأوسكار,ال+ أوسكار,"['الأ', '##وسكا', '##ر']","['ال+', 'أوسكار']",B-MISC,B-MISC,sentence#887,True
22977,يوم,يوم,['يوم'],['يوم'],O,O,sentence#887,True
22978,23,23,['23'],['23'],O,O,sentence#887,True
22979,يناير,يناير,['يناير'],['يناير'],O,O,sentence#887,True
22980,/,-,['[UNK]'],['-'],O,O,sentence#887,True
22981,كانون,كانون,['كانون'],['كانون'],O,O,sentence#887,True
22982,الثاني,ال+ ثاني,"['ال', '##ثاني']","['ال+', 'ثاني']",O,O,sentence#887,True
22983,القادم,ال+ قادم,"['الق', '##ادم']","['ال+', 'قادم']",O,O,sentence#887,True
22984,خمسة,خمس +ة,"['خمس', '##ة']","['خمس', '+ة']",O,O,sentence#887,True
22985,أفلام,أفلام,['أفلام'],['أفلام'],O,O,sentence#887,True
22986,لترشيحها,ل+ ترشيح +ها,"['لتر', '##شيح', '##ها']","['ل+', 'ترشيح', '+ها']",O,O,sentence#887,True
22987,لجائزة,ل+ جائز +ة,"['لجا', '##ئ', '##زة']","['ل+', 'جائز', '+ة']",O,O,sentence#887,True
22988,أفضل,أفضل,['أفضل'],['أفضل'],O,O,sentence#887,True
22989,فيلم,فيلم,['فيلم'],['فيلم'],O,O,sentence#887,True
22990,ناطق,ناطق,['ناطق'],['ناطق'],O,O,sentence#887,True
22991,بلغة,ب+ لغ +ة,"['بلغ', '##ة']","['ب+', 'لغ', '+ة']",O,O,sentence#887,True
22992,أجنبية,أجنبي +ة,"['أجنبي', '##ة']","['أجنبي', '+ة']",O,O,sentence#887,True
22993,في,في,['في'],['في'],O,O,sentence#887,True
22994,الدورة,ال+ دور +ة,"['الد', '##ورة']","['ال+', 'دور', '+ة']",O,O,sentence#887,True
22995,التاسعة,ال+ تاسع +ة,"['الت', '##اسع', '##ة']","['ال+', 'تاسع', '+ة']",O,O,sentence#887,True
22996,والسبعين,و+ ال+ سبع +ين,"['والس', '##بع', '##ين']","['و+', 'ال+', 'سبع', '+ين']",O,O,sentence#887,True
22997,،,،,['،'],['،'],O,O,sentence#887,True
22998,وهذه,و+ هذه,"['وه', '##ذه']","['و+', 'هذه']",O,O,sentence#887,True
22999,الجوائز,ال+ جوائز,"['الج', '##وائ', '##ز']","['ال+', 'جوائز']",O,O,sentence#887,True
23000,هي,هي,['هي'],['هي'],O,O,sentence#887,True
23001,الأهم,ال+ أهم,"['الأ', '##هم']","['ال+', 'أهم']",O,O,sentence#887,True
23002,في,في,['في'],['في'],O,O,sentence#887,True
23003,عالم,عالم,['عالم'],['عالم'],O,O,sentence#887,True
23004,السينما,ال+ سينما,"['السي', '##نم', '##ا']","['ال+', 'سينما']",O,O,sentence#887,True
23005,"""","""","['""']","['""']",O,O,sentence#888,True
23006,الشرطة,ال+ شرط +ة,"['الشر', '##طة']","['ال+', 'شرط', '+ة']",O,O,sentence#888,True
23007,البريطانية,ال+ بريطاني +ة,"['البري', '##طاني', '##ة']","['ال+', 'بريطاني', '+ة']",O,O,sentence#888,True
23008,اليوم,ال+ يوم,"['الي', '##وم']","['ال+', 'يوم']",O,O,sentence#888,True
23009,نجم,نجم,['نجم'],['نجم'],O,O,sentence#888,True
23010,موسيقى,موسيقى,['موسيقى'],['موسيقى'],O,O,sentence#888,True
23011,البوب,ال+ بوب,"['الب', '##وب']","['ال+', 'بوب']",B-MISC,O,sentence#888,False
23012,جورج,جورج,['جورج'],['جورج'],B-PERS,B-PERS,sentence#888,True
23013,مايكل,مايكل,['مايكل'],['مايكل'],I-PERS,I-PERS,sentence#888,True
23014,بعد,بعد,['بعد'],['بعد'],O,O,sentence#888,True
23015,أن,أن,['أن'],['أن'],O,O,sentence#888,True
23016,عثرت,عثر +ت,"['عثر', '##ت']","['عثر', '+ت']",O,O,sentence#888,True
23017,عليه,علي +ه,"['علي', '##ه']","['علي', '+ه']",O,O,sentence#888,True
23018,مرة,مر +ة,"['مر', '##ة']","['مر', '+ة']",O,O,sentence#888,True
23019,أخرى,أخرى,['أخرى'],['أخرى'],O,O,sentence#888,True
23020,فاقد,فاقد,['فاقد'],['فاقد'],O,O,sentence#888,True
23021,الوعي,ال+ وعي,"['الو', '##عي']","['ال+', 'وعي']",O,O,sentence#888,True
23022,متكئا,متكئ +ا,"['متكئ', '##ا']","['متكئ', '+ا']",O,O,sentence#888,True
23023,على,على,['على'],['على'],O,O,sentence#888,True
23024,مقود,مقود,['مقود'],['مقود'],O,O,sentence#888,True
23025,سيارته,سيار +ت +ه,"['سيارت', '##ه']","['سيار', '+ت', '+ه']",O,O,sentence#888,True
23026,في,في,['في'],['في'],O,O,sentence#888,True
23027,لندن,لندن,['لندن'],['لندن'],B-LOC,B-LOC,sentence#888,True
23028,وبحوزته,و+ ب+ حوز +ت +ه,"['وبحوز', '##ته']","['و+', 'ب+', 'حوز', '+ت', '+ه']",O,O,sentence#888,True
23029,كمية,كمي +ة,"['كمي', '##ة']","['كمي', '+ة']",O,O,sentence#888,True
23030,من,من,['من'],['من'],O,O,sentence#888,True
23031,الحشيش,ال+ حشيش,"['الح', '##شيش']","['ال+', 'حشيش']",O,O,sentence#888,True
23032,ميكلسون,ميكلسون,"['ميكل', '##سون']","['ميكل', '##سون']",I-PERS,B-PERS,sentence#889,False
23033,كيني,كيني,['كيني'],['كيني'],B-PERS,I-PERS,sentence#889,False
23034,جوس,جوس,['جوس'],['جوس'],I-PERS,I-PERS,sentence#889,True
23035,صديق,صديق,['صديق'],['صديق'],O,O,sentence#889,True
23036,مايكل,مايكل,['مايكل'],['مايكل'],B-PERS,B-PERS,sentence#889,True
23037,الحميم,ال+ حميم,"['الح', '##ميم']","['ال+', 'حميم']",O,O,sentence#889,True
23038,إن,إن,['إن'],['إن'],O,O,sentence#889,True
23039,مغني,مغني,['مغني'],['مغني'],O,O,sentence#889,True
23040,البوب,ال+ بوب,"['الب', '##وب']","['ال+', 'بوب']",B-MISC,O,sentence#889,False
23041,ليس,ليس,['ليس'],['ليس'],O,O,sentence#889,True
23042,لديه,لدي +ه,"['لدي', '##ه']","['لدي', '+ه']",O,O,sentence#889,True
23043,ما,ما,['ما'],['ما'],O,O,sentence#889,True
23044,يقوله,يقول +ه,"['يقول', '##ه']","['يقول', '+ه']",O,O,sentence#889,True
23045,،,،,['،'],['،'],O,O,sentence#889,True
23046,وأضاف,و+ أضاف,"['وأ', '##ضاف']","['و+', 'أضاف']",O,O,sentence#889,True
23047,"""","""","['""']","['""']",O,O,sentence#889,True
23048,أنه,أن +ه,['أنه'],"['أن', '+ه']",O,O,sentence#889,True
23049,بخير,ب+ خير,"['بخ', '##ير']","['ب+', 'خير']",O,O,sentence#889,True
23050,واشتريت,و+ اشتري +ت,"['واش', '##تري', '##ت']","['و+', 'اشتري', '+ت']",O,O,sentence#889,True
23051,له,ل+ +ه,['له'],"['ل+', '+ه']",O,O,sentence#889,True
23052,شطيرة,شطير +ة,"['شطير', '##ة']","['شطير', '+ة']",O,O,sentence#889,True
23053,"""","""","['""']","['""']",O,O,sentence#889,True
23054,الخلاء,ال+ خلاء,"['الخ', '##لاء']","['ال+', 'خلاء']",O,O,sentence#890,True
23055,فبراير,فبراير,['فبراير'],['فبراير'],O,O,sentence#890,True
23056,/,-,['[UNK]'],['-'],O,O,sentence#890,True
23057,شباط,شباط,['شباط'],['شباط'],O,O,sentence#890,True
23058,الماضي,ال+ ماضي,"['الما', '##ضي']","['ال+', 'ماضي']",O,O,sentence#890,True
23059,اعتقل,اعتقل,['اعتقل'],['اعتقل'],O,O,sentence#890,True
23060,مايكل,مايكل,['مايكل'],['مايكل'],B-PERS,B-PERS,sentence#890,True
23061,للاشتباه,ل+ ال+ اشتباه,"['ل', '##لاش', '##تباه']","['ل+', 'ال+', 'اشتباه']",O,O,sentence#890,True
23062,في,في,['في'],['في'],O,O,sentence#890,True
23063,حيازته,حياز +ت +ه,"['حياز', '##ته']","['حياز', '+ت', '+ه']",O,O,sentence#890,True
23064,مخدرات,مخدر +ات,"['مخدر', '##ات']","['مخدر', '+ات']",O,O,sentence#890,True
23065,واعترف,و+ اعترف,"['واع', '##ترف']","['و+', 'اعترف']",O,O,sentence#890,True
23066,قائلا,قائل +ا,"['قائل', '##ا']","['قائل', '+ا']",O,O,sentence#890,True
23067,إن,إن,['إن'],['إن'],O,O,sentence#890,True
23068,"""","""","['""']","['""']",O,O,sentence#890,True
23069,هذا,هذا,['هذا'],['هذا'],O,O,sentence#890,True
23070,خطأ,خطأ,['خطأ'],['خطأ'],O,O,sentence#890,True
23071,غبي,غبي,['غبي'],['غبي'],O,O,sentence#890,True
23072,"""","""","['""']","['""']",O,O,sentence#890,True
23073,من,من,['من'],['من'],O,O,sentence#890,True
23074,جانبه,جانب +ه,"['جانب', '##ه']","['جانب', '+ه']",O,O,sentence#890,True
23075,!,!,['!'],['!'],O,O,sentence#891,True
23076,نجم,نجم,['نجم'],['نجم'],O,O,sentence#891,True
23077,موسيقى,موسيقى,['موسيقى'],['موسيقى'],O,O,sentence#891,True
23078,البوب,ال+ بوب,"['الب', '##وب']","['ال+', 'بوب']",B-MISC,O,sentence#891,False
23079,-,-,['-'],['-'],O,O,sentence#891,True
23080,الذي,الذي,['الذي'],['الذي'],O,O,sentence#891,True
23081,تعتبر,تعتبر,['تعتبر'],['تعتبر'],O,O,sentence#891,True
23082,هذه,هذه,['هذه'],['هذه'],O,O,sentence#891,True
23083,رابع,رابع,['رابع'],['رابع'],O,O,sentence#891,True
23084,حادثة,حادث +ة,"['حادث', '##ة']","['حادث', '+ة']",O,O,sentence#891,True
23085,توقعه,توقع +ه,"['توقع', '##ه']","['توقع', '+ه']",O,O,sentence#891,True
23086,في,في,['في'],['في'],O,O,sentence#891,True
23087,أيدي,أيدي,['أيدي'],['أيدي'],O,O,sentence#891,True
23088,الشرطة,ال+ شرط +ة,"['الشر', '##طة']","['ال+', 'شرط', '+ة']",O,O,sentence#891,True
23089,خلال,خلال,['خلال'],['خلال'],O,O,sentence#891,True
23090,ثمانية,ثماني +ة,"['ثماني', '##ة']","['ثماني', '+ة']",O,O,sentence#891,True
23091,أشهر,أشهر,['أشهر'],['أشهر'],O,O,sentence#891,True
23092,-,-,['-'],['-'],O,O,sentence#891,True
23093,أكثر,أكثر,['أكثر'],['أكثر'],O,O,sentence#891,True
23094,من,من,['من'],['من'],O,O,sentence#891,True
23095,80,80,['80'],['80'],O,O,sentence#891,True
23096,مليون,مليون,['مليون'],['مليون'],O,O,sentence#891,True
23097,أسطوانة,أسطوان +ة,"['أسطوان', '##ة']","['أسطوان', '+ة']",O,O,sentence#891,True
23098,في,في,['في'],['في'],O,O,sentence#891,True
23099,مشواره,مشوار +ه,"['مشوار', '##ه']","['مشوار', '+ه']",O,O,sentence#891,True
23100,الفني,ال+ فني,"['الفن', '##ي']","['ال+', 'فني']",O,O,sentence#891,True
23101,نظرية,نظري +ة,"['نظري', '##ة']","['نظري', '+ة']",O,O,sentence#892,True
23102,سولانا,سولانا,['سولانا'],['سولانا'],I-PERS,B-PERS,sentence#892,False
23103,أقر,أقر,['أقر'],['أقر'],O,O,sentence#892,True
23104,بعدم,ب+ عدم,"['بعد', '##م']","['ب+', 'عدم']",O,O,sentence#892,True
23105,التوصل,ال+ توصل,"['التو', '##صل']","['ال+', 'توصل']",O,O,sentence#892,True
23106,لاتفاق,ل+ اتفاق,"['لاتف', '##اق']","['ل+', 'اتفاق']",O,O,sentence#892,True
23107,مع,مع,['مع'],['مع'],O,O,sentence#892,True
23108,طهران,طهران,['طهران'],['طهران'],B-LOC,B-LOC,sentence#892,True
23109,بشأن,ب+ شأن,"['بش', '##أن']","['ب+', 'شأن']",O,O,sentence#892,True
23110,تخصيب,تخصيب,['تخصيب'],['تخصيب'],O,O,sentence#892,True
23111,اليورانيوم,ال+ يورانيوم,"['الي', '##وران', '##يو', '##م']","['ال+', 'يورانيوم']",B-MISC,B-MISC,sentence#892,True
23112,(,(,['('],['('],O,O,sentence#892,True
23113,رويترز,رويترز,['رويترز'],['رويترز'],B-ORG,B-ORG,sentence#892,True
23114,-,-,['-'],['-'],O,O,sentence#892,True
23115,أرشيف,أرشيف,['أرشيف'],['أرشيف'],O,O,sentence#892,True
23116,),),[')'],[')'],O,O,sentence#892,True
23117,النسبية,ال+ نسبي +ة,"['الن', '##سبي', '##ة']","['ال+', 'نسبي', '+ة']",O,O,sentence#893,True
23118,الضغوط,ال+ ضغوط,"['ال', '##ض', '##غوط']","['ال+', 'ضغوط']",O,O,sentence#893,True
23119,الغربية,ال+ غربي +ة,"['الغرب', '##ية']","['ال+', 'غربي', '+ة']",O,O,sentence#893,True
23120,على,على,['على'],['على'],O,O,sentence#893,True
23121,طهران,طهران,['طهران'],['طهران'],B-ORG,B-LOC,sentence#893,False
23122,بشأن,ب+ شأن,"['بش', '##أن']","['ب+', 'شأن']",O,O,sentence#893,True
23123,برنامجها,برنامج +ها,"['برنامج', '##ها']","['برنامج', '+ها']",O,O,sentence#893,True
23124,النووي,ال+ نووي,"['الن', '##وو', '##ي']","['ال+', 'نووي']",O,O,sentence#893,True
23125,بينما,بينما,['بينما'],['بينما'],O,O,sentence#893,True
23126,تكثف,تكثف,['تكثف'],['تكثف'],O,O,sentence#893,True
23127,واشنطن,واشنطن,['واشنطن'],['واشنطن'],B-LOC,B-LOC,sentence#893,True
23128,التحركات,ال+ تحرك +ات,"['التح', '##رك', '##ات']","['ال+', 'تحرك', '+ات']",O,O,sentence#893,True
23129,الدبلوماسية,ال+ دبلوماسي +ة,"['الد', '##بلوم', '##اسية']","['ال+', 'دبلوماسي', '+ة']",O,O,sentence#893,True
23130,لحشد,ل+ حشد,"['لح', '##شد']","['ل+', 'حشد']",O,O,sentence#893,True
23131,التأييد,ال+ تأييد,"['الت', '##أي', '##يد']","['ال+', 'تأييد']",O,O,sentence#893,True
23132,للعقوبات,ل+ ال+ عقوب +ات,"['ل', '##لع', '##قو', '##بات']","['ل+', 'ال+', 'عقوب', '+ات']",O,O,sentence#893,True
23133,بينها,بين +ها,"['بين', '##ها']","['بين', '+ها']",O,O,sentence#894,True
23134,المنسق,ال+ منسق,"['المن', '##سق']","['ال+', 'منسق']",O,O,sentence#894,True
23135,الأعلى,ال+ أعلى,"['الأ', '##على']","['ال+', 'أعلى']",O,O,sentence#894,True
23136,للسياسة,ل+ ال+ سياس +ة,"['ل', '##لسي', '##اسة']","['ل+', 'ال+', 'سياس', '+ة']",O,B-ORG,sentence#894,False
23137,الخارجية,ال+ خارجي +ة,"['الخ', '##ارج', '##ية']","['ال+', 'خارجي', '+ة']",O,O,sentence#894,True
23138,بالاتحاد,ب+ ال+ اتحاد,"['بال', '##اتحاد']","['ب+', 'ال+', 'اتحاد']",B-ORG,B-ORG,sentence#894,True
23139,الأوروبي,ال+ أوروبي,"['الأور', '##وبي']","['ال+', 'أوروبي']",I-ORG,I-ORG,sentence#894,True
23140,خافيير,خافيير,['خافيير'],['خافيير'],B-PERS,B-PERS,sentence#894,True
23141,سولانا,سولانا,['سولانا'],['سولانا'],I-PERS,I-PERS,sentence#894,True
23142,أن,أن,['أن'],['أن'],O,O,sentence#894,True
23143,الوقت,ال+ وقت,"['الو', '##قت']","['ال+', 'وقت']",O,O,sentence#894,True
23144,المتاح,ال+ متاح,"['المت', '##اح']","['ال+', 'متاح']",O,O,sentence#894,True
23145,للتوصل,ل+ ال+ توصل,"['ل', '##لت', '##وص', '##ل']","['ل+', 'ال+', 'توصل']",O,B-ORG,sentence#894,False
23146,إلى,إلى,['إلى'],['إلى'],O,O,sentence#894,True
23147,اتفاق,اتفاق,['اتفاق'],['اتفاق'],O,O,sentence#894,True
23148,ليس,ليس,['ليس'],['ليس'],O,O,sentence#894,True
23149,مفتوحا,مفتوح +ا,"['مفتوح', '##ا']","['مفتوح', '+ا']",O,O,sentence#894,True
23150,مرتبة,مرتب +ة,"['مرتب', '##ة']","['مرتب', '+ة']",O,O,sentence#895,True
23151,في,في,['في'],['في'],O,O,sentence#895,True
23152,تصريحات,تصريح +ات,"['تصريح', '##ات']","['تصريح', '+ات']",O,O,sentence#895,True
23153,بفنلندا,ب+ فنلندا,"['بف', '##ن', '##لندا']","['ب+', 'فنلندا']",B-LOC,B-LOC,sentence#895,True
23154,على,على,['على'],['على'],O,O,sentence#895,True
23155,هامش,هامش,['هامش'],['هامش'],O,O,sentence#895,True
23156,اجتماع,اجتماع,['اجتماع'],['اجتماع'],O,O,sentence#895,True
23157,لوزراء,ل+ وزراء,"['لوز', '##راء']","['ل+', 'وزراء']",O,O,sentence#895,True
23158,دفاع,دفاع,['دفاع'],['دفاع'],O,O,sentence#895,True
23159,الاتحاد,ال+ اتحاد,"['الا', '##تح', '##اد']","['ال+', 'اتحاد']",O,O,sentence#895,True
23160,إنه,إن +ه,['إنه'],"['إن', '+ه']",O,O,sentence#895,True
23161,تم,تم,['تم'],['تم'],O,O,sentence#895,True
23162,تحقيق,تحقيق,['تحقيق'],['تحقيق'],O,O,sentence#895,True
