,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement,model_name,preprocessing
20849,ان,['ان'],['ان'],['ان'],O,O,sentence#828,True,mbert,without_preprocessing
20850,المسؤولين,"['ال', '##مس', '##و', '##ول', '##ين']","['ال', '##مس', '##و', '##ول', '##ين']","['ال', '##مس', '##و', '##ول', '##ين']",O,O,sentence#828,True,mbert,without_preprocessing
20851,في,['في'],['في'],['في'],O,O,sentence#828,True,mbert,without_preprocessing
20852,ايران,['ايران'],['ايران'],['ايران'],B-LOC,B-LOC,sentence#828,True,mbert,without_preprocessing
20853,',"[""'""]","[""'""]","[""'""]",O,O,sentence#828,True,mbert,without_preprocessing
20854,',"[""'""]","[""'""]","[""'""]",O,O,sentence#828,True,mbert,without_preprocessing
20855,قدروا,"['قدر', '##وا']","['قدر', '##وا']","['قدر', '##وا']",O,O,sentence#828,True,mbert,without_preprocessing
20856,',"[""'""]","[""'""]","[""'""]",O,O,sentence#828,True,mbert,without_preprocessing
20857,',"[""'""]","[""'""]","[""'""]",O,O,sentence#828,True,mbert,without_preprocessing
20858,الحوافز,"['ال', '##حو', '##اف', '##ز']","['ال', '##حو', '##اف', '##ز']","['ال', '##حو', '##اف', '##ز']",O,O,sentence#828,True,mbert,without_preprocessing
20859,الاقتصادية,['الاقتصادية'],['الاقتصادية'],['الاقتصادية'],O,O,sentence#828,True,mbert,without_preprocessing
20860,والدبلوماسية,"['والد', '##بل', '##وم', '##اسية']","['والد', '##بل', '##وم', '##اسية']","['والد', '##بل', '##وم', '##اسية']",O,O,sentence#828,True,mbert,without_preprocessing
20861,التي,['التي'],['التي'],['التي'],O,O,sentence#828,True,mbert,without_preprocessing
20862,عرضتها,"['عرض', '##تها']","['عرض', '##تها']","['عرض', '##تها']",O,O,sentence#828,True,mbert,without_preprocessing
20863,الدول,['الدول'],['الدول'],['الدول'],O,O,sentence#828,True,mbert,without_preprocessing
20864,الغربية,['الغربية'],['الغربية'],['الغربية'],O,O,sentence#828,True,mbert,without_preprocessing
20865,في,['في'],['في'],['في'],O,O,sentence#828,True,mbert,without_preprocessing
20866,محاولة,"['م', '##حاولة']","['م', '##حاولة']","['م', '##حاولة']",O,O,sentence#828,True,mbert,without_preprocessing
20867,لحث,"['ل', '##حث']","['ل', '##حث']","['ل', '##حث']",O,O,sentence#828,True,mbert,without_preprocessing
20868,طهران,"['ط', '##هر', '##ان']","['ط', '##هر', '##ان']","['ط', '##هر', '##ان']",B-LOC,B-LOC,sentence#828,True,mbert,without_preprocessing
20869,على,['على'],['على'],['على'],O,O,sentence#828,True,mbert,without_preprocessing
20870,تعليق,"['ت', '##عل', '##يق']","['ت', '##عل', '##يق']","['ت', '##عل', '##يق']",O,O,sentence#828,True,mbert,without_preprocessing
20871,نشاط,"['ن', '##شا', '##ط']","['ن', '##شا', '##ط']","['ن', '##شا', '##ط']",O,O,sentence#828,True,mbert,without_preprocessing
20872,تخصيب,"['ت', '##خ', '##صيب']","['ت', '##خ', '##صيب']","['ت', '##خ', '##صيب']",O,O,sentence#828,True,mbert,without_preprocessing
20873,اليورانيوم,"['الي', '##وران', '##يوم']","['الي', '##وران', '##يوم']","['الي', '##وران', '##يوم']",B-MISC,B-MISC,sentence#828,True,mbert,without_preprocessing
20874,»,['»'],['»'],['»'],O,O,sentence#829,True,mbert,without_preprocessing
20875,الوزير,"['ال', '##وز', '##ير']","['ال', '##وز', '##ير']","['ال', '##وز', '##ير']",O,O,sentence#829,True,mbert,without_preprocessing
20876,التركي,"['ال', '##تر', '##كي']","['ال', '##تر', '##كي']","['ال', '##تر', '##كي']",O,O,sentence#829,True,mbert,without_preprocessing
20877,',"[""'""]","[""'""]","[""'""]",O,O,sentence#829,True,mbert,without_preprocessing
20878,',"[""'""]","[""'""]","[""'""]",O,O,sentence#829,True,mbert,without_preprocessing
20879,انه,['انه'],['انه'],['انه'],O,O,sentence#829,True,mbert,without_preprocessing
20880,عرض,['عرض'],['عرض'],['عرض'],O,O,sentence#829,True,mbert,without_preprocessing
20881,جيد,"['جي', '##د']","['جي', '##د']","['جي', '##د']",O,O,sentence#829,True,mbert,without_preprocessing
20882,لايران,"['لا', '##يرا', '##ن']","['لا', '##يرا', '##ن']","['لا', '##يرا', '##ن']",B-LOC,B-LOC,sentence#829,True,mbert,without_preprocessing
20883,أتيجالي,"['ا', '##تي', '##جا', '##لي']","['ا', '##تي', '##جا', '##لي']","['ا', '##تي', '##جا', '##لي']",B-PERS,O,sentence#830,False,mbert,without_preprocessing
20884,زيارتي,"['ز', '##يار', '##تي']","['ز', '##يار', '##تي']","['ز', '##يار', '##تي']",O,O,sentence#830,True,mbert,without_preprocessing
20885,الى,['الى'],['الى'],['الى'],O,O,sentence#830,True,mbert,without_preprocessing
20886,ايران,['ايران'],['ايران'],['ايران'],B-LOC,B-LOC,sentence#830,True,mbert,without_preprocessing
20887,في,['في'],['في'],['في'],O,O,sentence#830,True,mbert,without_preprocessing
20888,اب,['اب'],['اب'],['اب'],O,O,sentence#830,True,mbert,without_preprocessing
20889,،,['،'],['،'],['،'],O,O,sentence#830,True,mbert,without_preprocessing
20890,التقيت,"['ال', '##ت', '##قي', '##ت']","['ال', '##ت', '##قي', '##ت']","['ال', '##ت', '##قي', '##ت']",O,O,sentence#830,True,mbert,without_preprocessing
20891,كل,['كل'],['كل'],['كل'],O,O,sentence#830,True,mbert,without_preprocessing
20892,المسؤولين,"['ال', '##مس', '##و', '##ول', '##ين']","['ال', '##مس', '##و', '##ول', '##ين']","['ال', '##مس', '##و', '##ول', '##ين']",O,O,sentence#830,True,mbert,without_preprocessing
20893,وقالوا,"['وقال', '##وا']","['وقال', '##وا']","['وقال', '##وا']",O,O,sentence#830,True,mbert,without_preprocessing
20894,لي,['لي'],['لي'],['لي'],O,O,sentence#830,True,mbert,without_preprocessing
20895,انهم,['انهم'],['انهم'],['انهم'],O,O,sentence#830,True,mbert,without_preprocessing
20896,قدروا,"['قدر', '##وا']","['قدر', '##وا']","['قدر', '##وا']",O,O,sentence#830,True,mbert,without_preprocessing
20897,مجمل,"['م', '##جم', '##ل']","['م', '##جم', '##ل']","['م', '##جم', '##ل']",O,O,sentence#830,True,mbert,without_preprocessing
20898,الاجراءات,"['الا', '##جر', '##اء', '##ات']","['الا', '##جر', '##اء', '##ات']","['الا', '##جر', '##اء', '##ات']",O,O,sentence#830,True,mbert,without_preprocessing
20899,،,['،'],['،'],['،'],O,O,sentence#830,True,mbert,without_preprocessing
20900,وعلمت,"['و', '##علم', '##ت']","['و', '##علم', '##ت']","['و', '##علم', '##ت']",O,O,sentence#830,True,mbert,without_preprocessing
20901,بذلك,['بذلك'],['بذلك'],['بذلك'],O,O,sentence#830,True,mbert,without_preprocessing
20902,من,['من'],['من'],['من'],O,O,sentence#830,True,mbert,without_preprocessing
20903,الرئيس,['الرييس'],['الرييس'],['الرييس'],O,O,sentence#830,True,mbert,without_preprocessing
20904,الايراني,"['الا', '##يرا', '##ني']","['الا', '##يرا', '##ني']","['الا', '##يرا', '##ني']",O,O,sentence#830,True,mbert,without_preprocessing
20905,محمود,['محمود'],['محمود'],['محمود'],B-PERS,B-PERS,sentence#830,True,mbert,without_preprocessing
20906,احمدي,"['احمد', '##ي']","['احمد', '##ي']","['احمد', '##ي']",I-PERS,I-PERS,sentence#830,True,mbert,without_preprocessing
20907,نجاد,"['ن', '##جا', '##د']","['ن', '##جا', '##د']","['ن', '##جا', '##د']",I-PERS,I-PERS,sentence#830,True,mbert,without_preprocessing
20908,الشرق,['الشرق'],['الشرق'],['الشرق'],B-LOC,O,sentence#831,False,mbert,without_preprocessing
20909,لي,['لي'],['لي'],['لي'],O,O,sentence#831,True,mbert,without_preprocessing
20910,ان,['ان'],['ان'],['ان'],O,O,sentence#831,True,mbert,without_preprocessing
20911,هذا,['هذا'],['هذا'],['هذا'],O,O,sentence#831,True,mbert,without_preprocessing
20912,الاقتراح,"['الا', '##قت', '##راح']","['الا', '##قت', '##راح']","['الا', '##قت', '##راح']",O,O,sentence#831,True,mbert,without_preprocessing
20913,مختلف,['مختلف'],['مختلف'],['مختلف'],O,O,sentence#831,True,mbert,without_preprocessing
20914,عما,"['ع', '##ما']","['ع', '##ما']","['ع', '##ما']",O,O,sentence#831,True,mbert,without_preprocessing
20915,سبقه,"['سب', '##قه']","['سب', '##قه']","['سب', '##قه']",O,O,sentence#831,True,mbert,without_preprocessing
20916,',"[""'""]","[""'""]","[""'""]",O,O,sentence#831,True,mbert,without_preprocessing
20917,',"[""'""]","[""'""]","[""'""]",O,O,sentence#831,True,mbert,without_preprocessing
20918,التعامل,"['ال', '##ت', '##عامل']","['ال', '##ت', '##عامل']","['ال', '##ت', '##عامل']",O,O,sentence#832,True,mbert,without_preprocessing
20919,',"[""'""]","[""'""]","[""'""]",O,O,sentence#832,True,mbert,without_preprocessing
20920,',"[""'""]","[""'""]","[""'""]",O,O,sentence#832,True,mbert,without_preprocessing
20921,قالوا,"['قال', '##وا']","['قال', '##وا']","['قال', '##وا']",O,O,sentence#832,True,mbert,without_preprocessing
20922,انهم,['انهم'],['انهم'],['انهم'],O,O,sentence#832,True,mbert,without_preprocessing
20923,اذا,['اذا'],['اذا'],['اذا'],O,O,sentence#832,True,mbert,without_preprocessing
20924,حصلوا,"['حصل', '##وا']","['حصل', '##وا']","['حصل', '##وا']",O,O,sentence#832,True,mbert,without_preprocessing
20925,على,['على'],['على'],['على'],O,O,sentence#832,True,mbert,without_preprocessing
20926,الضمانة,"['ال', '##ضم', '##انة']","['ال', '##ضم', '##انة']","['ال', '##ضم', '##انة']",O,O,sentence#832,True,mbert,without_preprocessing
20927,بان,['بان'],['بان'],['بان'],O,O,sentence#832,True,mbert,without_preprocessing
20928,كل,['كل'],['كل'],['كل'],O,O,sentence#832,True,mbert,without_preprocessing
20929,العناصر,"['ال', '##ع', '##ناصر']","['ال', '##ع', '##ناصر']","['ال', '##ع', '##ناصر']",O,O,sentence#832,True,mbert,without_preprocessing
20930,ستقدم,"['س', '##تقدم']","['س', '##تقدم']","['س', '##تقدم']",O,O,sentence#832,True,mbert,without_preprocessing
20931,،,['،'],['،'],['،'],O,O,sentence#832,True,mbert,without_preprocessing
20932,فانهم,"['فانه', '##م']","['فانه', '##م']","['فانه', '##م']",O,O,sentence#832,True,mbert,without_preprocessing
20933,سيعلقون,"['سي', '##عل', '##ق', '##ون']","['سي', '##عل', '##ق', '##ون']","['سي', '##عل', '##ق', '##ون']",O,O,sentence#832,True,mbert,without_preprocessing
20934,انشطتهم,"['ان', '##ش', '##ط', '##تهم']","['ان', '##ش', '##ط', '##تهم']","['ان', '##ش', '##ط', '##تهم']",O,O,sentence#832,True,mbert,without_preprocessing
20935,الحساسة,"['ال', '##حساس', '##ة']","['ال', '##حساس', '##ة']","['ال', '##حساس', '##ة']",O,O,sentence#832,True,mbert,without_preprocessing
20936,',"[""'""]","[""'""]","[""'""]",O,O,sentence#832,True,mbert,without_preprocessing
20937,',"[""'""]","[""'""]","[""'""]",O,O,sentence#832,True,mbert,without_preprocessing
20938,ريورد,"['ر', '##يو', '##رد']","['ر', '##يو', '##رد']","['ر', '##يو', '##رد']",B-ORG,B-PERS,sentence#833,False,mbert,without_preprocessing
20939,ايضا,['ايضا'],['ايضا'],['ايضا'],O,O,sentence#833,True,mbert,without_preprocessing
20940,',"[""'""]","[""'""]","[""'""]",O,O,sentence#833,True,mbert,without_preprocessing
20941,',"[""'""]","[""'""]","[""'""]",O,O,sentence#833,True,mbert,without_preprocessing
20942,اعتقد,"['ا', '##عتقد']","['ا', '##عتقد']","['ا', '##عتقد']",O,O,sentence#833,True,mbert,without_preprocessing
20943,انه,['انه'],['انه'],['انه'],O,O,sentence#833,True,mbert,without_preprocessing
20944,يمكن,['يمكن'],['يمكن'],['يمكن'],O,O,sentence#833,True,mbert,without_preprocessing
20945,ان,['ان'],['ان'],['ان'],O,O,sentence#833,True,mbert,without_preprocessing
20946,يكون,['يكون'],['يكون'],['يكون'],O,O,sentence#833,True,mbert,without_preprocessing
20947,هناك,['هناك'],['هناك'],['هناك'],O,O,sentence#833,True,mbert,without_preprocessing
20948,حل,['حل'],['حل'],['حل'],O,O,sentence#833,True,mbert,without_preprocessing
20949,مع,['مع'],['مع'],['مع'],O,O,sentence#833,True,mbert,without_preprocessing
20950,حسن,['حسن'],['حسن'],['حسن'],O,O,sentence#833,True,mbert,without_preprocessing
20951,النوايا,"['ال', '##نو', '##ايا']","['ال', '##نو', '##ايا']","['ال', '##نو', '##ايا']",O,O,sentence#833,True,mbert,without_preprocessing
20952,',"[""'""]","[""'""]","[""'""]",O,O,sentence#833,True,mbert,without_preprocessing
20953,',"[""'""]","[""'""]","[""'""]",O,O,sentence#833,True,mbert,without_preprocessing
20954,إل,['ال'],['ال'],['ال'],B-ORG,B-LOC,sentence#834,False,mbert,without_preprocessing
20955,-,['-'],['-'],['-'],O,O,sentence#834,True,mbert,without_preprocessing
20956,عمان,['عمان'],['عمان'],['عمان'],B-LOC,B-LOC,sentence#834,True,mbert,without_preprocessing
20957,-,['-'],['-'],['-'],O,O,sentence#834,True,mbert,without_preprocessing
20958,بترا,"['ب', '##ترا']","['ب', '##ترا']","['ب', '##ترا']",B-LOC,B-LOC,sentence#834,True,mbert,without_preprocessing
20959,-,['-'],['-'],['-'],O,O,sentence#834,True,mbert,without_preprocessing
20960,حذر,"['ح', '##ذر']","['ح', '##ذر']","['ح', '##ذر']",O,O,sentence#834,True,mbert,without_preprocessing
20961,جلالة,"['ج', '##لال', '##ة']","['ج', '##لال', '##ة']","['ج', '##لال', '##ة']",O,O,sentence#834,True,mbert,without_preprocessing
20962,الملك,['الملك'],['الملك'],['الملك'],O,O,sentence#834,True,mbert,without_preprocessing
20963,عبدالله,['عبدالله'],['عبدالله'],['عبدالله'],B-PERS,B-PERS,sentence#834,True,mbert,without_preprocessing
20964,الثاني,['الثاني'],['الثاني'],['الثاني'],I-PERS,I-PERS,sentence#834,True,mbert,without_preprocessing
20965,وفخامة,"['و', '##ف', '##خ', '##امة']","['و', '##ف', '##خ', '##امة']","['و', '##ف', '##خ', '##امة']",O,O,sentence#834,True,mbert,without_preprocessing
20966,الرئيس,['الرييس'],['الرييس'],['الرييس'],O,O,sentence#834,True,mbert,without_preprocessing
20967,المصري,['المصري'],['المصري'],['المصري'],O,O,sentence#834,True,mbert,without_preprocessing
20968,محمد,['محمد'],['محمد'],['محمد'],B-PERS,B-PERS,sentence#834,True,mbert,without_preprocessing
20969,حسني,"['حسن', '##ي']","['حسن', '##ي']","['حسن', '##ي']",I-PERS,I-PERS,sentence#834,True,mbert,without_preprocessing
20970,مبارك,"['م', '##بار', '##ك']","['م', '##بار', '##ك']","['م', '##بار', '##ك']",I-PERS,I-PERS,sentence#834,True,mbert,without_preprocessing
20971,خلال,['خلال'],['خلال'],['خلال'],O,O,sentence#834,True,mbert,without_preprocessing
20972,مباحثات,"['م', '##با', '##حث', '##ات']","['م', '##با', '##حث', '##ات']","['م', '##با', '##حث', '##ات']",O,O,sentence#834,True,mbert,without_preprocessing
20973,عقداها,"['عقد', '##اه', '##ا']","['عقد', '##اه', '##ا']","['عقد', '##اه', '##ا']",O,O,sentence#834,True,mbert,without_preprocessing
20974,في,['في'],['في'],['في'],O,O,sentence#834,True,mbert,without_preprocessing
20975,القاهرة,['القاهرة'],['القاهرة'],['القاهرة'],B-LOC,B-LOC,sentence#834,True,mbert,without_preprocessing
20976,مساء,"['م', '##ساء']","['م', '##ساء']","['م', '##ساء']",O,O,sentence#834,True,mbert,without_preprocessing
20977,امس,"['ام', '##س']","['ام', '##س']","['ام', '##س']",O,O,sentence#834,True,mbert,without_preprocessing
20978,من,['من'],['من'],['من'],O,O,sentence#834,True,mbert,without_preprocessing
20979,النتائج,"['ال', '##نت', '##اي', '##ج']","['ال', '##نت', '##اي', '##ج']","['ال', '##نت', '##اي', '##ج']",O,O,sentence#834,True,mbert,without_preprocessing
20980,الخطيرة,"['ال', '##خط', '##يرة']","['ال', '##خط', '##يرة']","['ال', '##خط', '##يرة']",O,O,sentence#834,True,mbert,without_preprocessing
20981,للاقتتال,"['ل', '##لا', '##قت', '##تال']","['ل', '##لا', '##قت', '##تال']","['ل', '##لا', '##قت', '##تال']",O,O,sentence#834,True,mbert,without_preprocessing
20982,الداخلي,"['ال', '##دا', '##خل', '##ي']","['ال', '##دا', '##خل', '##ي']","['ال', '##دا', '##خل', '##ي']",O,O,sentence#834,True,mbert,without_preprocessing
20983,بين,['بين'],['بين'],['بين'],O,O,sentence#834,True,mbert,without_preprocessing
20984,الفصائل,"['الف', '##ص', '##ايل']","['الف', '##ص', '##ايل']","['الف', '##ص', '##ايل']",O,O,sentence#834,True,mbert,without_preprocessing
20985,الفلسطينية,['الفلسطينية'],['الفلسطينية'],['الفلسطينية'],O,O,sentence#834,True,mbert,without_preprocessing
20986,وانعكاساتها,"['وان', '##ع', '##كاس', '##اتها']","['وان', '##ع', '##كاس', '##اتها']","['وان', '##ع', '##كاس', '##اتها']",O,O,sentence#834,True,mbert,without_preprocessing
20987,السلبية,"['ال', '##سل', '##بية']","['ال', '##سل', '##بية']","['ال', '##سل', '##بية']",O,O,sentence#834,True,mbert,without_preprocessing
20988,على,['على'],['على'],['على'],O,O,sentence#834,True,mbert,without_preprocessing
20989,القضية,"['ال', '##ق', '##ضية']","['ال', '##ق', '##ضية']","['ال', '##ق', '##ضية']",O,O,sentence#834,True,mbert,without_preprocessing
20990,الفلسطينية,['الفلسطينية'],['الفلسطينية'],['الفلسطينية'],O,O,sentence#834,True,mbert,without_preprocessing
20991,والشعب,"['و', '##ال', '##ش', '##عب']","['و', '##ال', '##ش', '##عب']","['و', '##ال', '##ش', '##عب']",O,O,sentence#834,True,mbert,without_preprocessing
20992,الفلسطيني,"['الف', '##لس', '##طين', '##ي']","['الف', '##لس', '##طين', '##ي']","['الف', '##لس', '##طين', '##ي']",O,O,sentence#834,True,mbert,without_preprocessing
20993,الاعمال,['الاعمال'],['الاعمال'],['الاعمال'],O,O,sentence#835,True,mbert,without_preprocessing
20994,الزعيمان,"['ال', '##ز', '##عيم', '##ان']","['ال', '##ز', '##عيم', '##ان']","['ال', '##ز', '##عيم', '##ان']",O,O,sentence#835,True,mbert,without_preprocessing
20995,على,['على'],['على'],['على'],O,O,sentence#835,True,mbert,without_preprocessing
20996,التهدئة,"['ال', '##ته', '##دية']","['ال', '##ته', '##دية']","['ال', '##ته', '##دية']",O,O,sentence#835,True,mbert,without_preprocessing
20997,وضبط,"['و', '##ض', '##بط']","['و', '##ض', '##بط']","['و', '##ض', '##بط']",O,O,sentence#835,True,mbert,without_preprocessing
20998,النفس,"['ال', '##نفس']","['ال', '##نفس']","['ال', '##نفس']",O,O,sentence#835,True,mbert,without_preprocessing
20999,ووقف,"['و', '##وق', '##ف']","['و', '##وق', '##ف']","['و', '##وق', '##ف']",O,O,sentence#835,True,mbert,without_preprocessing
21000,الاقتتال,"['الا', '##قت', '##تال']","['الا', '##قت', '##تال']","['الا', '##قت', '##تال']",O,O,sentence#835,True,mbert,without_preprocessing
21001,بما,['بما'],['بما'],['بما'],O,O,sentence#835,True,mbert,without_preprocessing
21002,يعزز,"['ي', '##ع', '##ز', '##ز']","['ي', '##ع', '##ز', '##ز']","['ي', '##ع', '##ز', '##ز']",O,O,sentence#835,True,mbert,without_preprocessing
21003,الجبهة,"['ال', '##جب', '##هة']","['ال', '##جب', '##هة']","['ال', '##جب', '##هة']",O,O,sentence#835,True,mbert,without_preprocessing
21004,الداخلية,['الداخلية'],['الداخلية'],['الداخلية'],O,O,sentence#835,True,mbert,without_preprocessing
21005,الفلسطينية,['الفلسطينية'],['الفلسطينية'],['الفلسطينية'],O,O,sentence#835,True,mbert,without_preprocessing
21006,ويحافظ,"['و', '##يح', '##اف', '##ظ']","['و', '##يح', '##اف', '##ظ']","['و', '##يح', '##اف', '##ظ']",O,O,sentence#835,True,mbert,without_preprocessing
21007,على,['على'],['على'],['على'],O,O,sentence#835,True,mbert,without_preprocessing
21008,الوحدة,"['ال', '##وحدة']","['ال', '##وحدة']","['ال', '##وحدة']",O,O,sentence#835,True,mbert,without_preprocessing
21009,الوطنية,['الوطنية'],['الوطنية'],['الوطنية'],O,O,sentence#835,True,mbert,without_preprocessing
21010,صونا,"['ص', '##ونا']","['ص', '##ونا']","['ص', '##ونا']",O,O,sentence#835,True,mbert,without_preprocessing
21011,لمصالح,"['لم', '##صالح']","['لم', '##صالح']","['لم', '##صالح']",O,O,sentence#835,True,mbert,without_preprocessing
21012,الشعب,['الشعب'],['الشعب'],['الشعب'],O,O,sentence#835,True,mbert,without_preprocessing
21013,الفلسطيني,"['الف', '##لس', '##طين', '##ي']","['الف', '##لس', '##طين', '##ي']","['الف', '##لس', '##طين', '##ي']",O,O,sentence#835,True,mbert,without_preprocessing
21014,وسعيه,"['و', '##سع', '##يه']","['و', '##سع', '##يه']","['و', '##سع', '##يه']",O,O,sentence#835,True,mbert,without_preprocessing
21015,لنيل,"['ل', '##ني', '##ل']","['ل', '##ني', '##ل']","['ل', '##ني', '##ل']",O,B-LOC,sentence#835,False,mbert,without_preprocessing
21016,حقوقه,"['حقوق', '##ه']","['حقوق', '##ه']","['حقوق', '##ه']",O,O,sentence#835,True,mbert,without_preprocessing
21017,المشروعة,"['ال', '##مشروع', '##ة']","['ال', '##مشروع', '##ة']","['ال', '##مشروع', '##ة']",O,O,sentence#835,True,mbert,without_preprocessing
21018,واقامة,"['و', '##اق', '##امة']","['و', '##اق', '##امة']","['و', '##اق', '##امة']",O,O,sentence#835,True,mbert,without_preprocessing
21019,دولته,"['دولت', '##ه']","['دولت', '##ه']","['دولت', '##ه']",O,O,sentence#835,True,mbert,without_preprocessing
21020,المستقلة,"['ال', '##مس', '##ت', '##قل', '##ة']","['ال', '##مس', '##ت', '##قل', '##ة']","['ال', '##مس', '##ت', '##قل', '##ة']",O,O,sentence#835,True,mbert,without_preprocessing
21021,»,['»'],['»'],['»'],O,O,sentence#836,True,mbert,without_preprocessing
21022,في,['في'],['في'],['في'],O,O,sentence#836,True,mbert,without_preprocessing
21023,جلسة,"['ج', '##لس', '##ة']","['ج', '##لس', '##ة']","['ج', '##لس', '##ة']",O,O,sentence#836,True,mbert,without_preprocessing
21024,المباحثات,"['ال', '##م', '##با', '##حث', '##ات']","['ال', '##م', '##با', '##حث', '##ات']","['ال', '##م', '##با', '##حث', '##ات']",O,O,sentence#836,True,mbert,without_preprocessing
21025,التي,['التي'],['التي'],['التي'],O,O,sentence#836,True,mbert,without_preprocessing
21026,تخللها,"['ت', '##خل', '##له', '##ا']","['ت', '##خل', '##له', '##ا']","['ت', '##خل', '##له', '##ا']",O,O,sentence#836,True,mbert,without_preprocessing
21027,مأدبة,"['ما', '##د', '##بة']","['ما', '##د', '##بة']","['ما', '##د', '##بة']",O,O,sentence#836,True,mbert,without_preprocessing
21028,افطار,"['اف', '##طار']","['اف', '##طار']","['اف', '##طار']",O,O,sentence#836,True,mbert,without_preprocessing
21029,أقامها,"['ا', '##قام', '##ها']","['ا', '##قام', '##ها']","['ا', '##قام', '##ها']",O,O,sentence#836,True,mbert,without_preprocessing
21030,الرئيس,['الرييس'],['الرييس'],['الرييس'],O,O,sentence#836,True,mbert,without_preprocessing
21031,مبارك,"['م', '##بار', '##ك']","['م', '##بار', '##ك']","['م', '##بار', '##ك']",B-PERS,B-PERS,sentence#836,True,mbert,without_preprocessing
21032,تكريما,"['ت', '##كر', '##يم', '##ا']","['ت', '##كر', '##يم', '##ا']","['ت', '##كر', '##يم', '##ا']",O,O,sentence#836,True,mbert,without_preprocessing
21033,لجلالة,"['ل', '##جل', '##الة']","['ل', '##جل', '##الة']","['ل', '##جل', '##الة']",O,O,sentence#836,True,mbert,without_preprocessing
21034,الملك,['الملك'],['الملك'],['الملك'],O,O,sentence#836,True,mbert,without_preprocessing
21035,والوفد,"['و', '##ال', '##وف', '##د']","['و', '##ال', '##وف', '##د']","['و', '##ال', '##وف', '##د']",O,O,sentence#836,True,mbert,without_preprocessing
21036,المرافق,"['ال', '##مر', '##افق']","['ال', '##مر', '##افق']","['ال', '##مر', '##افق']",O,O,sentence#836,True,mbert,without_preprocessing
21037,دعمهما,"['د', '##عم', '##هما']","['د', '##عم', '##هما']","['د', '##عم', '##هما']",O,O,sentence#836,True,mbert,without_preprocessing
21038,للجهود,"['ل', '##ل', '##جه', '##ود']","['ل', '##ل', '##جه', '##ود']","['ل', '##ل', '##جه', '##ود']",O,O,sentence#836,True,mbert,without_preprocessing
21039,المبذولة,"['ال', '##م', '##ب', '##ذ', '##ولة']","['ال', '##م', '##ب', '##ذ', '##ولة']","['ال', '##م', '##ب', '##ذ', '##ولة']",O,O,sentence#836,True,mbert,without_preprocessing
21040,لتشكيل,"['ل', '##ت', '##شكيل']","['ل', '##ت', '##شكيل']","['ل', '##ت', '##شكيل']",O,O,sentence#836,True,mbert,without_preprocessing
21041,حكومة,['حكومة'],['حكومة'],['حكومة'],O,O,sentence#836,True,mbert,without_preprocessing
21042,وحدة,['وحدة'],['وحدة'],['وحدة'],O,O,sentence#836,True,mbert,without_preprocessing
21043,وطنية,"['و', '##طن', '##ية']","['و', '##طن', '##ية']","['و', '##طن', '##ية']",O,O,sentence#836,True,mbert,without_preprocessing
21044,فلسطينية,"['فلسطين', '##ية']","['فلسطين', '##ية']","['فلسطين', '##ية']",O,O,sentence#836,True,mbert,without_preprocessing
21045,تتبنى,"['ت', '##تب', '##نى']","['ت', '##تب', '##نى']","['ت', '##تب', '##نى']",O,O,sentence#836,True,mbert,without_preprocessing
21046,موقفا,"['م', '##وق', '##فا']","['م', '##وق', '##فا']","['م', '##وق', '##فا']",O,O,sentence#836,True,mbert,without_preprocessing
21047,موحدا,"['م', '##وح', '##دا']","['م', '##وح', '##دا']","['م', '##وح', '##دا']",O,O,sentence#836,True,mbert,without_preprocessing
21048,من,['من'],['من'],['من'],O,O,sentence#836,True,mbert,without_preprocessing
21049,عملية,['عملية'],['عملية'],['عملية'],O,O,sentence#836,True,mbert,without_preprocessing
21050,السلام,['السلام'],['السلام'],['السلام'],O,O,sentence#836,True,mbert,without_preprocessing
21051,وتمكين,"['وتم', '##كين']","['وتم', '##كين']","['وتم', '##كين']",O,O,sentence#836,True,mbert,without_preprocessing
21052,الفلسطينيين,"['الف', '##لس', '##طين', '##يين']","['الف', '##لس', '##طين', '##يين']","['الف', '##لس', '##طين', '##يين']",O,O,sentence#836,True,mbert,without_preprocessing
21053,من,['من'],['من'],['من'],O,O,sentence#836,True,mbert,without_preprocessing
21054,تحقيق,['تحقيق'],['تحقيق'],['تحقيق'],O,O,sentence#836,True,mbert,without_preprocessing
21055,تطلعاتهم,"['ت', '##طل', '##عات', '##هم']","['ت', '##طل', '##عات', '##هم']","['ت', '##طل', '##عات', '##هم']",O,O,sentence#836,True,mbert,without_preprocessing
21056,وامانيهم,"['و', '##اما', '##ني', '##هم']","['و', '##اما', '##ني', '##هم']","['و', '##اما', '##ني', '##هم']",O,O,sentence#836,True,mbert,without_preprocessing
21057,في,['في'],['في'],['في'],O,O,sentence#836,True,mbert,without_preprocessing
21058,حياة,['حياة'],['حياة'],['حياة'],O,O,sentence#836,True,mbert,without_preprocessing
21059,اكثر,['اكثر'],['اكثر'],['اكثر'],O,O,sentence#836,True,mbert,without_preprocessing
21060,امنا,"['امن', '##ا']","['امن', '##ا']","['امن', '##ا']",O,O,sentence#836,True,mbert,without_preprocessing
21061,واستقرارا,"['و', '##است', '##قرار', '##ا']","['و', '##است', '##قرار', '##ا']","['و', '##است', '##قرار', '##ا']",O,O,sentence#836,True,mbert,without_preprocessing
